Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
01.03.2018;16:00;17:00;4.805;1.430,75;3.747,5;29.253,75;4.434,25;232;7.993;14.568,75;7.175;5.550,5;819,75;1.178,5
01.03.2018;17:00;18:00;4.850,5;1.442,75;3.801;28.973,25;749,75;232;8.003;14.705,5;8.706,5;5.710;3.109,75;1.189,75
01.03.2018;18:00;19:00;4.865,5;1.489,75;3.812,25;29.345;1;232,5;8.069;15.065,25;9.042,25;5.706,75;3.476,25;1.188,5
01.03.2018;19:00;20:00;4.870,25;1.464;3.816,5;28.865,75;0;232,75;8.079,5;15.649,25;9.024,25;5.778,75;3.067;1.176,5
01.03.2018;20:00;21:00;4.833,5;1.437,5;3.918,5;28.761,5;0;231;8.067;15.974;8.818,25;5.659,75;1.169,25;1.194,25
01.03.2018;21:00;22:00;4.804;1.426,75;4.127,5;28.047,75;0;231;8.081,5;15.875;8.007,25;5.489,75;229,5;1.175,5
01.03.2018;22:00;23:00;4.781,5;1.445,25;4.118,25;25.581,75;0;232;8.089;16.122,25;7.675;5.399;211;1.113,25
01.03.2018;23:00;00:00;4.774,5;1.433,75;4.327,75;24.136;0;232,75;8.075,5;16.519,25;7.453,75;5.308;375;1.119
02.03.2018;00:00;01:00;4.757,25;1.442;4.252,5;22.948;0;233;8.048;16.382,75;7.490,5;5.300,75;256,5;1.089,5
02.03.2018;01:00;02:00;4.768;1.444;4.139,25;22.321,75;0;233;8.044;16.718;7.720,5;5.293,5;316,75;1.092,75
02.03.2018;02:00;03:00;4.766,5;1.438;4.072;21.392;0;233;8.044,5;16.897,75;8.033,75;5.302,75;304;1.095,75
02.03.2018;03:00;04:00;4.773,75;1.416,5;4.042;20.520,25;0;233;8.050,5;16.920,5;8.580;5.312,75;187,5;1.096,75
02.03.2018;04:00;05:00;4.764,75;1.395;4.240;20.027,25;0;231,75;8.049;16.801;9.319;5.500,5;256,75;1.105
02.03.2018;05:00;06:00;4.767,75;1.399,25;4.428;19.517,5;0;231,5;8.056,75;16.815,5;10.655;5.634,75;614;1.102,75
02.03.2018;06:00;07:00;4.777,5;1.389,5;4.354,5;20.215;2;232;8.053,75;17.032,75;11.614;5.855;2.938,5;1.093,75
02.03.2018;07:00;08:00;4.801,5;1.393,25;4.257;20.192;957,25;232;8.055,75;17.090,5;11.855,25;5.983,5;3.272,25;1.098,75
02.03.2018;08:00;09:00;4.859,25;1.380,25;4.124,75;18.792,75;4.703,25;232;8.061;17.102;11.929,5;5.769,25;2.601,25;1.104,25
02.03.2018;09:00;10:00;4.833,5;1.396,75;4.160,5;18.009,25;9.654,75;233,25;8.064,75;17.071,25;11.922,25;5.733,25;1.865,75;1.111,5
02.03.2018;10:00;11:00;4.812,5;1.399;4.202,75;17.725,25;13.790,5;234;8.059;16.823,25;10.464,75;5.779,75;1.646,75;1.123,5
02.03.2018;11:00;12:00;4.833,75;1.391,75;4.363,25;18.072,5;16.395;233,5;8.036,25;16.160,75;11.029;5.374,5;460,5;1.127,75
02.03.2018;12:00;13:00;4.815,5;1.412,5;4.182,5;17.595,25;17.162,5;232;8.048,5;16.231,25;11.101,75;5.283,75;170;1.137,5
02.03.2018;13:00;14:00;4.812,25;1.429,5;4.020,75;16.571,25;15.876,5;232;8.034;16.361;12.211,75;5.300,5;574;1.138
02.03.2018;14:00;15:00;4.822,5;1.450,5;3.695,75;17.367,5;12.436,5;232;8.025;16.542,75;12.057,25;5.399,5;526,75;1.141
02.03.2018;15:00;16:00;4.847,75;1.482;3.751,25;17.143;7.544,5;232;8.045,5;16.961,5;12.158,25;5.407,25;1.112,5;1.143,75
02.03.2018;16:00;17:00;4.865;1.500;4.116,25;16.846,25;3.091,25;232;8.047;17.173;12.505,75;5.444,25;3.139,75;1.147,25
02.03.2018;17:00;18:00;4.897;1.565,75;4.384,5;16.529,75;475,75;232;8.040;17.234;12.930;5.616,75;3.658,25;1.162
02.03.2018;18:00;19:00;4.908,5;1.589,75;3.836,25;16.700,25;1;232;8.043;17.183;13.162;5.762,75;6.146,25;1.263,75
02.03.2018;19:00;20:00;4.917,25;1.598,25;3.834,25;17.418;0;232;8.034;17.112,75;13.107,5;5.627,5;5.044;1.312
02.03.2018;20:00;21:00;4.889,25;1.543;3.849,25;17.262;0;232;8.034,25;17.155,5;12.758,5;5.375,5;1.657;1.212,25
02.03.2018;21:00;22:00;4.882,5;1.565;3.858,25;16.688;0;232;8.029;17.140,5;12.456,75;5.238,25;695,25;1.171
02.03.2018;22:00;23:00;4.825;1.585;3.841,5;14.885,25;0;232;8.071,75;17.488,5;12.228;5.011;1.321,75;1.334,75
02.03.2018;23:00;00:00;4.825,25;1.591;4.101,25;13.436,5;0;233;8.081;17.584,25;12.018,75;4.890,25;1.101,5;1.268,25
03.03.2018;00:00;01:00;4.822;1.633,75;4.221;12.238,5;0;233;8.086,75;18.117,75;10.265,5;4.662,25;1.240;1.260,75
03.03.2018;01:00;02:00;4.817,75;1.614,25;4.248,75;11.784;0;233;8.086,25;18.186,5;9.813,25;4.747,75;484;1.257,5
03.03.2018;02:00;03:00;4.812,25;1.616,25;4.160,75;11.613,25;0;232;8.088,75;18.147,5;9.274,25;4.819,75;329,25;1.247,25
03.03.2018;03:00;04:00;4.803,75;1.613,75;4.067;11.586,25;0;232;8.079;18.135,25;9.232,5;4.703;263;1.250,75
03.03.2018;04:00;05:00;4.804,75;1.606,25;4.072,25;11.974,5;0;232;8.083;18.208,75;9.399,75;4.732,75;142,75;1.256,5
03.03.2018;05:00;06:00;4.806,75;1.609;4.053,25;12.283;0;232;8.075,75;18.246;9.500,75;4.726;209,75;1.257,75
03.03.2018;06:00;07:00;4.804,75;1.606,75;4.063,5;12.621;3,75;231,25;8.075;18.028,75;9.475;4.827,5;264,75;1.255,25
03.03.2018;07:00;08:00;4.842,5;1.596;4.073,25;12.824;652,75;226;8.080;18.016;9.802;4.875,25;679,5;1.228,5
03.03.2018;08:00;09:00;4.879;1.564,75;4.062,75;11.980;2.815,75;226;8.085,25;17.785,25;9.807,75;4.954,75;2.734;1.253
03.03.2018;09:00;10:00;4.881,25;1.547,75;4.062,5;11.863;5.935,5;231;8.089,75;17.722,5;9.815,5;4.976,25;1.924,75;1.257,25
03.03.2018;10:00;11:00;4.859,75;1.539,75;4.086,5;13.197,75;8.829,25;231;8.085,5;17.332,5;9.395;4.946,25;354,5;1.254,5
03.03.2018;11:00;12:00;4.843,5;1.526,75;3.787,75;13.812,5;11.195,75;229,75;8.070,25;17.212;8.632;4.822,5;236,75;1.250,25
03.03.2018;12:00;13:00;4.823;1.504,25;3.781,75;13.444,25;12.665,5;229;8.060,25;17.212;8.914;4.788;465,5;1.268,25
03.03.2018;13:00;14:00;4.849,5;1.497;3.806,25;13.253,75;12.581,5;229;8.053,75;16.892;8.471,25;4.701,25;116,25;1.266,75
03.03.2018;14:00;15:00;4.838,25;1.470,75;3.851,75;13.714,75;10.767;228;8.065;16.852;8.762,25;4.660,75;68;1.267,5
03.03.2018;15:00;16:00;4.828,5;1.451,75;3.890,5;14.332;7.383;228,25;8.058,75;16.910;8.866,5;4.712;185,25;1.273
03.03.2018;16:00;17:00;4.851,25;1.432,5;4.014,25;14.154,75;3.555,5;228,5;8.072,5;17.137;9.611,25;4.808,25;1.861;1.276,75
03.03.2018;17:00;18:00;4.876,5;1.423,75;4.264,25;13.301;653,5;228;8.066,25;17.682,5;10.261,5;5.155,75;3.508,75;1.279,5
03.03.2018;18:00;19:00;4.877,75;1.408;4.329;13.844;1,5;230;8.076;17.731;10.395,25;5.392;2.872,25;1.276
03.03.2018;19:00;20:00;4.875,25;1.423,25;4.448,25;14.936,25;0;231,75;8.065,5;17.731,5;10.393,25;5.393;1.824,75;1.280
03.03.2018;20:00;21:00;4.863,25;1.425;4.497,75;15.990,25;0;232;8.057,75;17.716,5;10.300;4.924,25;618,5;1.227,25
03.03.2018;21:00;22:00;4.848,75;1.434,75;4.508,5;16.255,25;0;232;8.059,75;17.614,75;9.844,5;4.981,25;268;1.093,25
03.03.2018;22:00;23:00;4.822,75;1.438,5;4.507,25;15.449;0;232,5;8.071;17.516;9.457,75;4.896,75;261,75;1.218,75
03.03.2018;23:00;00:00;4.775,5;1.438,25;4.468,75;15.053,5;0;231;8.061,25;17.313,25;8.679,25;4.640,75;253,25;1.250,75
04.03.2018;00:00;01:00;4.772,75;1.448,75;4.438,25;14.513,5;0;231,5;8.057,25;17.254,5;6.860;4.471,5;23,5;1.263,5
04.03.2018;01:00;02:00;4.775,75;1.447,5;4.443;13.954,5;0;232;8.063;17.246;6.309,5;4.536,25;26;1.265,75
04.03.2018;02:00;03:00;4.766,25;1.451,25;4.370,25;13.453,75;0;232;8.048,75;17.226,75;6.471,25;4.533,5;41;1.264,25
04.03.2018;03:00;04:00;4.766;1.442,25;4.177;12.668;0;232;8.042,75;17.236,5;6.549,75;4.490,25;38,25;1.261,5
04.03.2018;04:00;05:00;4.763,5;1.435,5;3.888,75;12.485,25;0;232;8.047;17.195,5;7.228;4.637,5;61;1.257,25
04.03.2018;05:00;06:00;4.752;1.438,25;3.633;12.523;0;231;8.046;16.695,5;7.447;4.521;65,75;1.256,25
04.03.2018;06:00;07:00;4.751;1.413,5;3.411,25;12.538;4,25;231,25;8.031,5;16.603;6.772,75;4.490,75;83,25;1.268,25
04.03.2018;07:00;08:00;4.762;1.399,25;3.540,75;11.935;596,25;231;8.044,25;16.589,5;6.954;4.595;124,75;1.268
04.03.2018;08:00;09:00;4.805;1.399,25;3.684;10.732,5;2.762,5;230,75;7.968;16.605,5;8.178,75;4.614,75;202,5;1.264,5
04.03.2018;09:00;10:00;4.831,75;1.408,25;3.620,75;9.104,5;6.166,75;230;8.045,75;16.583,5;8.463,75;4.556,5;466,25;1.253,5
04.03.2018;10:00;11:00;4.847,5;1.412,25;3.296;8.042,5;10.183,75;229;8.060,5;16.578,25;8.501;4.515,25;439,75;1.255,75
04.03.2018;11:00;12:00;4.850,25;1.409,25;2.996;7.563,5;14.251;228,25;8.038,75;16.497,75;8.273,25;4.438,75;86,75;1.258,25
04.03.2018;12:00;13:00;4.810,25;1.406,75;2.928,25;7.454,75;17.209,5;224,25;7.969,5;16.417,25;6.658,5;4.384,5;43,75;1.261,75
04.03.2018;13:00;14:00;4.792;1.414;3.139,5;7.551,5;17.621,25;223;7.866,75;16.060,25;5.434;4.266,75;8,5;1.262,5
04.03.2018;14:00;15:00;4.798,75;1.415;3.258,5;8.167,25;15.470;222;7.987,5;15.323,5;5.322,25;4.189,75;12,5;1.265,5
04.03.2018;15:00;16:00;4.787,25;1.403;3.606,75;9.104,75;10.499,75;222;8.001,75;16.108,75;6.183,5;4.142,75;217;1.275
04.03.2018;16:00;17:00;4.788,25;1.402;3.847,25;10.380,5;4.842,75;222;8.034,5;16.738;6.790,75;4.260,25;791;1.268
04.03.2018;17:00;18:00;4.812,5;1.395,75;4.157,25;12.742,75;846,25;222,25;8.018,75;17.007,75;8.063,75;4.462,5;1.037;1.257,25
04.03.2018;18:00;19:00;4.829,75;1.389,5;4.423;16.307;1,25;224,75;8.021;17.266,25;8.520,5;4.818,25;2.416,5;1.244
04.03.2018;19:00;20:00;4.843,5;1.399;4.531,25;18.956,75;0;225,25;7.924,75;17.173,5;7.556,5;4.782;801,75;1.257
04.03.2018;20:00;21:00;4.815,25;1.401,5;4.547,25;19.754,25;0;226,25;7.841,25;16.939,75;6.665,5;4.528,75;599,5;1.258
04.03.2018;21:00;22:00;4.798,5;1.403,75;4.562,25;19.849,5;0;226;7.928,75;16.778;6.319,25;4.414,5;413,5;1.247,75
04.03.2018;22:00;23:00;4.772,75;1.404,5;4.597,25;19.582;0;225,75;7.958;16.877,75;5.665;4.372,25;350,25;1.249,75
04.03.2018;23:00;00:00;4.766,5;1.389,75;4.571;19.444,25;0;226;7.958;16.602,5;5.307;4.302,5;21,25;1.248
05.03.2018;00:00;01:00;4.730,75;1.385;4.447,25;18.726;0;226;7.910,5;15.286;5.072,25;4.232;25,75;1.266,75
05.03.2018;01:00;02:00;4.722,25;1.378,5;4.429;18.086,25;0;225,5;7.678;15.030,25;4.984,75;4.233,25;3,25;1.270,75
05.03.2018;02:00;03:00;4.710,5;1.375,25;4.551,25;16.717,5;0;225;7.588,25;14.478;5.017,5;4.232,25;10;1.273
05.03.2018;03:00;04:00;4.706,75;1.365,75;4.464;14.906;0;225;7.598;14.769,75;5.343,5;4.443;43,5;1.265,75
05.03.2018;04:00;05:00;4.711,5;1.365,75;4.316,75;13.633;0;225;7.896;15.861,25;6.675,25;4.916,5;34,5;1.267,75
05.03.2018;05:00;06:00;4.722,25;1.372,25;4.385;12.421,75;0;224;8.017;17.049,5;10.390,75;5.216;250,25;1.267,75
05.03.2018;06:00;07:00;4.742;1.364,75;4.125,5;11.924;3;224;8.026;17.880,75;13.205;5.619,5;2.256;1.268,5
05.03.2018;07:00;08:00;4.773,25;1.405;4.212,5;11.310,5;586,75;224;8.011,75;18.136,5;15.140;5.945,25;2.546,5;1.311
05.03.2018;08:00;09:00;4.785,75;1.424,75;4.307;10.496,75;3.336,25;223,5;7.910;17.943;15.258;6.157,75;1.143,75;1.296,25
05.03.2018;09:00;10:00;4.770,5;1.368;4.319,75;9.215,5;7.682,5;222;7.872,5;17.646,5;14.430;6.087,25;367,75;1.292,5
05.03.2018;10:00;11:00;4.754,5;1.371;4.240,75;8.173;11.881;222;7.943;16.903,25;13.803,5;6.009,5;628,5;1.295,25
05.03.2018;11:00;12:00;4.751,25;1.405,5;4.214,75;7.224,75;15.263,25;222,25;7.917,75;16.647,5;13.540,25;5.803,75;485,5;1.289,25
05.03.2018;12:00;13:00;4.760;1.426;4.327,25;6.656,25;16.943,25;222,25;7.883,75;16.849,75;13.267,5;5.833,75;393,75;1.300
05.03.2018;13:00;14:00;4.742,5;1.445;4.059,5;6.105,25;16.883,75;221,5;7.927,25;16.901,25;13.007,25;5.856,5;420,75;1.291,25
05.03.2018;14:00;15:00;4.742;1.464;3.816,5;5.197,75;14.610,5;221,5;7.968,5;17.269,5;14.091,75;5.991,5;1.173;1.293,5
05.03.2018;15:00;16:00;4.747,5;1.470,75;3.361;4.489,75;10.547,5;222;7.971,5;17.115,75;15.365,25;6.566,5;1.651;1.301,5
05.03.2018;16:00;17:00;4.755,5;1.478,25;2.867,25;4.218;5.515,5;222;7.981;16.850,25;16.044,75;7.359;3.097,5;1.303,75
05.03.2018;17:00;18:00;4.786,75;1.498,5;2.140;4.555,75;1.228;222;7.973,5;16.815;16.227,25;7.833;3.651;1.300
05.03.2018;18:00;19:00;4.800,25;1.533,75;1.442;5.993,5;8;224;8.001,5;16.938,5;16.506;8.613,5;6.036,25;1.300
05.03.2018;19:00;20:00;4.803,25;1.534,5;1.039,75;7.616,5;0;225,75;7.971,5;16.883,25;16.687,25;8.853,75;4.386,25;1.307,5
05.03.2018;20:00;21:00;4.784,5;1.543,25;745,25;9.019;0;226;7.970,5;17.293,25;16.549,25;7.947,5;976,75;1.301
05.03.2018;21:00;22:00;4.779,5;1.540,25;613,5;9.367,25;0;226;7.997,5;17.540,5;16.465,75;7.438,75;868,25;1.304,5
05.03.2018;22:00;23:00;4.742,75;1.558,75;502,25;8.515;0;226,5;8.021;17.163,25;16.265;6.825,25;732,5;1.299,5
05.03.2018;23:00;00:00;4.713;1.577,25;390,25;7.535;0;226,25;8.013,25;16.849,5;15.851,25;6.348,75;399;1.288
06.03.2018;00:00;01:00;4.684,25;1.589,5;334;6.997,5;0;225,5;8.037;16.865,25;15.976;6.504,5;16,75;1.184
06.03.2018;01:00;02:00;4.674;1.580,75;383,25;6.407,25;0;225,25;8.057,25;16.863;15.916,5;6.249,25;73,25;1.182
06.03.2018;02:00;03:00;4.679;1.572,5;461,5;5.893,5;0;226;8.074;16.883;15.971,5;6.515;89,25;1.181,25
06.03.2018;03:00;04:00;4.679,75;1.568,5;502,75;5.806,5;0;225;8.077,5;16.883;15.872,5;6.475,75;64,25;1.177,5
06.03.2018;04:00;05:00;4.694;1.551,5;680;5.975,75;0;225;8.076,5;16.912,5;15.877;6.610,5;9,25;1.182,5
06.03.2018;05:00;06:00;4.714,75;1.535,75;899;6.095,75;0;224;8.078;17.261,75;16.020,5;6.895,75;373,75;1.195,25
06.03.2018;06:00;07:00;4.743;1.528,25;1.017;6.056,5;5,25;224,25;8.066,25;17.588;16.315,25;7.736;2.558;1.195,5
06.03.2018;07:00;08:00;4.790;1.590;1.098;5.857;857,5;227;8.070;17.624;16.511,75;8.694,75;2.864,75;1.199,25
06.03.2018;08:00;09:00;4.833,5;1.589,25;1.233,25;5.070,25;4.026,25;227;8.061,25;17.624,75;16.450,5;9.308;2.302,75;1.195
06.03.2018;09:00;10:00;4.801,5;1.579,75;1.178,5;3.294,5;7.846,75;226,25;8.063,5;17.667,25;16.392;9.531,5;1.128;1.214,75
06.03.2018;10:00;11:00;4.771,25;1.512;1.237,5;1.865,5;10.804,5;226;8.070;17.447,5;16.557;9.796,75;1.592,5;1.208
06.03.2018;11:00;12:00;4.743;1.514;1.408,25;1.719,75;12.178;224;8.062,25;17.214,25;16.720,5;9.590,25;886,25;1.205,25
06.03.2018;12:00;13:00;4.741,25;1.571,5;1.586;2.018;11.946,75;223;8.047,75;17.220,5;16.744;9.561,5;827,25;1.208,75
06.03.2018;13:00;14:00;4.733,25;1.583,25;1.724,25;2.278;10.656,75;222,75;8.046;17.235,75;16.790,75;9.517,5;1.049,5;1.212,75
06.03.2018;14:00;15:00;4.746,25;1.578;1.739;2.481;8.498;222,75;8.042,75;17.118,75;16.810,5;9.421,25;916,5;1.226
06.03.2018;15:00;16:00;4.764;1.588,5;1.753,5;2.803,5;5.856,75;223;8.042,5;16.766;16.615,25;9.438;1.137,5;1.230,5
06.03.2018;16:00;17:00;4.786;1.579,5;1.828,75;3.265,25;3.021,25;223;8.037,75;16.474;16.624;9.641;2.205;1.235,25
06.03.2018;17:00;18:00;4.794,25;1.587,5;2.014,75;3.915,25;772,25;223,25;8.038,5;16.573,25;16.607,75;10.001,25;3.359,5;1.171,25
06.03.2018;18:00;19:00;4.810;1.651,5;2.108;4.959,5;11;224;8.033,75;16.583,25;16.514,25;10.269,25;3.368,75;1.100,75
06.03.2018;19:00;20:00;4.811,5;1.629;2.073,75;5.876,5;0;224,25;8.021,25;16.544;16.367,5;10.243,75;2.705,25;1.181,5
06.03.2018;20:00;21:00;4.780;1.611;1.833,25;6.130;0;224,25;8.020,5;16.561,75;16.220;9.609,75;1.751,75;1.204
06.03.2018;21:00;22:00;4.767,75;1.623,75;1.640,5;5.672,5;0;225;8.029,75;16.638,25;16.030,5;8.891,25;1.050,5;1.204
06.03.2018;22:00;23:00;4.747,25;1.637,25;1.447;4.929,5;0;225;8.043,75;16.773,75;15.903,25;8.033;572,25;1.219
06.03.2018;23:00;00:00;4.734,5;1.651,5;1.265,75;4.094,75;0;224,75;8.031,75;17.018;15.562,25;7.382,5;188;1.218,5
07.03.2018;00:00;01:00;4.705;1.656;957;3.513;0;225;8.039,75;16.999,25;15.337,25;7.100,25;135,5;1.207,75
07.03.2018;01:00;02:00;4.682;1.653,75;807,25;3.406,5;0;225;8.048,25;17.035,5;15.258;7.078,25;18,5;1.210,75
07.03.2018;02:00;03:00;4.681,5;1.652,5;727,25;3.536,75;0;222,5;8.051,25;17.006,75;15.186;6.769,75;46,25;1.208,5
07.03.2018;03:00;04:00;4.679,25;1.642,5;615;3.543;0;222,25;8.048;17.006,25;15.150,25;6.791;20;1.213,75
07.03.2018;04:00;05:00;4.693;1.628,25;584,25;3.584;0;224,75;8.046;17.002;15.224;6.935,5;0,25;1.214,25
07.03.2018;05:00;06:00;4.698,5;1.622,5;562,75;3.603,5;0;224;8.050;16.971,75;15.824,75;7.338,25;180,75;1.217
07.03.2018;06:00;07:00;4.715,5;1.616,5;579,5;3.926;2,75;224;8.016,75;16.978,5;16.321,25;8.298,75;2.949,25;1.215,75
07.03.2018;07:00;08:00;4.771,5;1.615,25;663,25;4.300,25;478,25;224,25;8.003,75;16.820,25;16.664;9.188,75;4.185;1.217,75
07.03.2018;08:00;09:00;4.781,25;1.636;670,5;4.567,75;2.237,5;225;8.004,5;16.831,5;16.758,25;9.423,75;3.960,5;1.209
07.03.2018;09:00;10:00;4.750,5;1.634;614,5;4.430,5;4.702,75;225,25;7.996,25;16.821;16.864,75;9.647,75;2.692;1.249
07.03.2018;10:00;11:00;4.658,5;1.625,75;565;4.792,25;7.513,5;225;8.001;16.850,25;16.958,75;9.583;1.724,75;1.259,25
07.03.2018;11:00;12:00;4.668,75;1.622,5;572;5.326,75;9.492;225,5;8.025;16.852,25;16.900,25;9.317,75;943,5;1.263,25
07.03.2018;12:00;13:00;4.686,25;1.585,75;521,25;5.736,5;9.667;224,25;8.046,25;16.910,75;16.982,5;9.380,5;2.209,75;1.267,5
07.03.2018;13:00;14:00;4.687,75;1.605,5;443,75;6.028,5;8.231,5;224;8.049,75;16.927,25;17.045,5;9.483,25;2.010,5;1.259,75
07.03.2018;14:00;15:00;4.709,75;1.573,25;385;6.184,75;6.482,75;224;8.057;16.904;17.003,75;9.289,25;1.443,25;1.254
07.03.2018;15:00;16:00;4.703;1.556,5;316,5;6.545;4.755,75;223,75;8.051,75;16.907;16.729,75;9.253,25;487,25;1.248,5
07.03.2018;16:00;17:00;4.716,25;1.553;316,5;6.651;2.656,75;224;8.048,75;16.889,5;16.721,5;9.325;599,75;1.260,5
07.03.2018;17:00;18:00;4.738,75;1.555;313,5;6.490;695,75;224;8.044,25;16.895;16.805,75;9.506,25;3.094,5;1.266,5
07.03.2018;18:00;19:00;4.755;1.556,25;299,5;6.982,25;6,25;223,5;8.037,5;16.858,5;16.864,5;9.659,5;3.975,25;1.333,75
07.03.2018;19:00;20:00;4.767,5;1.549;301,5;7.917;0;223;8.044;16.868;16.867;9.572,5;2.180;1.316,75
07.03.2018;20:00;21:00;4.766;1.587,5;331,5;8.762,75;0;223,5;8.040,5;16.842,25;16.840,75;9.553,75;1.644,5;1.276,75
07.03.2018;21:00;22:00;4.732,25;1.597,25;371,25;9.694,5;0;224,75;8.038,75;16.789,25;16.353,5;8.080,5;531,25;1.265,25
07.03.2018;22:00;23:00;4.700,25;1.611,5;475,75;10.107,75;0;224,25;8.039,5;16.756,5;15.406,25;6.394,25;576,75;1.263
07.03.2018;23:00;00:00;4.691;1.622,25;505,75;10.934,5;0;225;8.041,5;16.815,5;14.655;5.045;279,5;1.262
08.03.2018;00:00;01:00;4.673,5;1.650,75;357;11.754;0;223,25;8.054,25;17.058,5;13.290;4.390;351;1.326,5
08.03.2018;01:00;02:00;4.645,25;1.663;414,25;12.592,75;0;220,75;8.059,25;17.196,5;11.802,25;4.322,5;51,5;1.322,5
08.03.2018;02:00;03:00;4.645,75;1.653,25;519;13.371;0;221;8.051;17.186,75;11.091,5;4.148;74,5;1.321
08.03.2018;03:00;04:00;4.636,5;1.630,25;807,5;13.740,25;0;221;8.062,25;17.188,5;11.120,5;4.000;57,25;1.328,25
08.03.2018;04:00;05:00;4.655;1.621,25;960;14.169,25;0;220,5;8.070;16.636;11.314,25;4.043,25;22;1.336,5
08.03.2018;05:00;06:00;4.663,25;1.614,5;853,25;14.569,25;0;220,75;8.067,75;16.629,25;12.429,25;4.250;267;1.319,25
08.03.2018;06:00;07:00;4.698;1.594,25;1.024,75;14.994;8,5;220,5;8.058,75;16.669,25;14.471,75;5.081,5;2.606,5;1.323,75
08.03.2018;07:00;08:00;4.749,75;1.580,5;1.192,75;15.203,5;932;224,25;8.051;16.680,25;15.270,5;5.738,25;3.582;1.331,25
08.03.2018;08:00;09:00;4.781,75;1.584;1.231,75;15.248,25;4.160,5;225;8.035,5;16.632,5;15.240;5.767,75;1.366,75;1.318
08.03.2018;09:00;10:00;4.772,5;1.593,75;1.359,25;15.603;8.581,25;225;8.012,5;16.149,75;14.854,75;5.755,75;494,5;1.362
08.03.2018;10:00;11:00;4.759,75;1.598,25;1.185,25;16.561;12.614,5;225;8.033,75;16.301,25;13.286,5;5.453;552;1.371,75
08.03.2018;11:00;12:00;4.751,75;1.594;1.366,75;17.661,25;14.584;225;8.039;16.265;11.681;5.046,25;338,25;1.380
08.03.2018;12:00;13:00;4.749,25;1.583,25;1.657;18.534,25;14.613,5;225;8.009,25;16.116,25;11.352,5;5.024,5;103,5;1.382,75
08.03.2018;13:00;14:00;4.743;1.555,75;2.020,75;18.488,25;13.074;224,75;7.988,75;16.075;10.886,25;4.909,25;228,5;1.380
08.03.2018;14:00;15:00;4.770,5;1.515,25;2.299,5;18.400,5;11.414,75;223,5;8.031,25;16.053;11.239,75;4.864,75;314;1.380
08.03.2018;15:00;16:00;4.779,25;1.537;2.795,25;17.597,5;8.161,25;223;8.035;16.031,5;11.385,25;4.918;507,5;1.391
08.03.2018;16:00;17:00;4.782,25;1.524;3.347,5;17.660,5;4.187;223;8.019,25;16.084,5;12.317,75;5.316,25;1.148,25;1.441
08.03.2018;17:00;18:00;4.799,25;1.511;2.953,25;18.553;941,5;223,25;8.016,75;16.263;13.043,25;5.539,25;2.425,25;1.563,25
08.03.2018;18:00;19:00;4.844;1.510,25;2.463,25;20.817;9,75;225;8.016,25;16.537,75;13.464;5.679;3.089,25;1.441,5
08.03.2018;19:00;20:00;4.863,5;1.516;1.883,5;23.494,5;0;225;8.014,25;16.531,5;13.076;5.655,25;780,5;1.386,5
08.03.2018;20:00;21:00;4.822,75;1.501,5;1.311,25;24.606,5;0;225,25;8.003,5;16.545,5;11.271,25;5.212,25;928;1.379,25
08.03.2018;21:00;22:00;4.790;1.509;1.704;25.725;0;226;8.006,75;16.580,25;9.680,75;4.402;455,75;1.381
08.03.2018;22:00;23:00;4.754,75;1.502,25;1.331;25.336,25;0;226,5;8.003,5;16.511,5;8.268,5;4.103,25;677,25;1.388,75
08.03.2018;23:00;00:00;4.766,75;1.501,25;1.376,75;25.352,75;0;226,25;7.983,75;16.259,75;6.036,25;3.952;275,25;1.384
09.03.2018;00:00;01:00;4.731,25;1.502;1.672,5;25.035,5;0;223,25;7.943,5;15.129;4.756,5;3.717;19,5;1.372,75
09.03.2018;01:00;02:00;4.713,25;1.510;1.830;24.317,75;0;221;7.901;13.789,25;4.595,5;3.626,25;44;1.358,25
09.03.2018;02:00;03:00;4.707;1.497;2.230,5;23.455,25;0;221,25;7.944;13.136,5;4.635,75;3.604,25;45,75;1.373,25
09.03.2018;03:00;04:00;4.717,75;1.462,25;2.758,25;23.597;0;221;7.800;13.539,5;4.777,25;3.620,5;19,75;1.373
09.03.2018;04:00;05:00;4.715;1.472,75;3.313,75;23.265,5;0;221,25;7.777,25;15.201;5.107;3.885,5;11,5;1.373
09.03.2018;05:00;06:00;4.732;1.480,25;3.237,75;22.778;0;220,75;7.793;15.993,5;7.060;4.462,75;107;1.361,75
09.03.2018;06:00;07:00;4.761,25;1.464,25;3.286,25;22.440,75;20;224;7.995,75;16.341;10.690,25;5.170,5;161,5;1.377,25
09.03.2018;07:00;08:00;4.782;1.454;3.095,75;21.267,5;1.009;225,25;8.039,5;15.770;12.568;5.799,75;1.173,25;1.372,5
