Date;Start;End;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Oct 29, 2022;2:00 PM;3:00 PM;4,439.25;1,536.75;699.5;2,102.5;15,070.75;124;2,731.25;11,056.25;1,871.25;2,206.5;136;1,254.5
Oct 29, 2022;3:00 PM;4:00 PM;4,491.75;1,565;597;2,025.75;10,529;124;3,057.5;11,343.5;1,842.25;2,521.5;145.5;1,256.25
Oct 29, 2022;4:00 PM;5:00 PM;4,631.5;1,548.5;562.75;2,337.25;4,876;124;3,063.75;11,506.25;1,860;2,755.75;641.75;1,259.75
Oct 29, 2022;5:00 PM;6:00 PM;4,791.25;1,463.5;753;3,461.5;873.25;125;3,069.5;12,067.25;1,880.25;2,850.5;2,026.25;1,262.25
Oct 29, 2022;6:00 PM;7:00 PM;4,893.25;1,449;1,150.75;4,657.25;1.25;125.75;3,078;12,214.25;1,898.75;3,052.75;5,235.25;1,261.5
Oct 29, 2022;7:00 PM;8:00 PM;4,898.75;1,420.25;1,853.5;5,988.25;0;126;3,079.25;12,254.5;1,891.75;2,985.25;4,802.75;1,261.75
Oct 29, 2022;8:00 PM;9:00 PM;4,843.25;1,430.25;2,336;7,333.25;0;126.75;3,080.5;12,198.5;1,858.5;2,866.25;1,788.75;1,258.75
Oct 29, 2022;9:00 PM;10:00 PM;4,722.75;1,431.75;2,281;8,419;0;127;3,081;12,031.25;1,826.75;2,804.25;907.5;1,256.25
Oct 29, 2022;10:00 PM;11:00 PM;4,634.75;1,422.75;1,837;8,901;0;127;3,082;11,691.25;1,779.25;2,701.75;526;1,264.25
Oct 29, 2022;11:00 PM;12:00 AM;4,549.5;1,364.5;1,530.5;9,505.25;0;127;3,085.25;11,750.75;1,749;2,531.75;247.25;1,258.5
Oct 30, 2022;12:00 AM;1:00 AM;4,488.25;1,342.25;1,499.75;6,546.5;0;52;3,087.25;11,829.75;1,662.25;1,917;165.75;982.75
Oct 30, 2022;1:00 AM;2:00 AM;4,450;1,322.25;1,941;9,525.5;0;52;3,089.75;11,470.25;1,645;1,777;90.5;978.75
Oct 30, 2022;2:00 AM;3:00 AM;4,401.5;1,301.75;1,724.5;9,475.5;0;52.75;3,093.25;11,279.25;1,584.5;1,697.5;57;964
Oct 30, 2022;2:00 AM;3:00 AM;4,389.5;1,285;1,844.25;9,311.25;0;53.25;3,096;11,087.5;1,635.5;1,181;57.5;986.25
Oct 30, 2022;3:00 AM;4:00 AM;4,390.5;1,288.75;2,199;8,976;0;53.25;3,100;10,929.25;1,628;1,338.5;160.75;978.5
Oct 30, 2022;4:00 AM;5:00 AM;4,396.75;1,311;2,518.5;8,420.25;0;53.75;3,102.5;10,616.75;1,609.25;1,319.5;70;968.75
Oct 30, 2022;5:00 AM;6:00 AM;4,426.75;1,311.25;2,454.25;7,903.5;0;58;3,105.75;10,931.5;1,604.25;1,306;88.5;977
Oct 30, 2022;6:00 AM;7:00 AM;4,546.75;1,361.75;2,025.75;7,285.25;11.25;57.75;3,107.5;11,263.75;1,623.5;1,316.25;656.25;975.75
Oct 30, 2022;7:00 AM;8:00 AM;4,656.25;1,368.25;1,723.25;6,414;1,116.75;53.75;3,108.75;11,621.5;1,639.25;1,557.25;680;969.5
Oct 30, 2022;8:00 AM;9:00 AM;4,717.75;1,423.25;1,377.25;5,979.5;6,239.75;52.5;3,111.5;11,882;1,651.5;1,808.25;643.75;962
Oct 30, 2022;9:00 AM;10:00 AM;4,670;1,394;1,512.5;4,797.25;13,181;51.25;3,110.5;12,046.75;1,672.25;1,693;385.5;959.75
Oct 30, 2022;10:00 AM;11:00 AM;4,610.75;1,405.25;1,598;3,406;19,310.75;50.25;3,106.75;11,545;1,675.5;1,399;155.5;958.75
Oct 30, 2022;11:00 AM;12:00 PM;4,561.5;1,382.5;1,318;2,275;22,659;52.5;3,095.25;11,321.5;1,698.25;1,253;430.5;975
Oct 30, 2022;12:00 PM;1:00 PM;4,502.25;1,382;1,056.25;1,976;22,595.25;52;3,091.25;11,661;1,717;1,273;256.25;973
Oct 30, 2022;1:00 PM;2:00 PM;4,490;1,504.25;858.5;1,851.75;19,643.25;52;3,083.75;11,696.5;1,742;1,491.25;343.75;967.5
Oct 30, 2022;2:00 PM;3:00 PM;4,507.25;1,513.75;434;1,753;13,782;53;3,081.75;12,184;1,721.5;2,272.75;1,104.75;973.25
Oct 30, 2022;3:00 PM;4:00 PM;4,557.75;1,522.25;199.25;1,864.5;6,358.75;66.25;3,079;12,368;1,707.25;2,675.25;1,802.5;1,019.75
Oct 30, 2022;4:00 PM;5:00 PM;4,678.5;1,516.75;164.75;2,466.25;983.75;68.75;3,077.5;12,442;1,714.5;2,916.5;2,560;1,031
Oct 30, 2022;5:00 PM;6:00 PM;4,820;1,574.75;266;3,492.5;2.25;69.75;3,080.25;12,479.75;1,742.25;3,037.5;4,475.5;1,027
Oct 30, 2022;6:00 PM;7:00 PM;4,904.75;1,447;383.25;4,748.5;0;70.5;3,084.5;12,463.5;1,853;3,080.75;6,168;1,032.75
Oct 30, 2022;7:00 PM;8:00 PM;4,906.5;1,376.5;529.75;5,612.5;0;70.25;3,084;12,431.25;1,889;3,113.75;3,784.25;1,035.5
Oct 30, 2022;8:00 PM;9:00 PM;4,838.5;1,346;790.75;6,021;0;71.25;3,112.25;12,398.25;1,752.25;3,180.5;2,006.5;1,034.75
Oct 30, 2022;9:00 PM;10:00 PM;4,739;1,357.5;847.5;6,414.5;0;72;3,225.75;12,193.25;1,721;3,180.75;1,899.25;1,039.25
Oct 30, 2022;10:00 PM;11:00 PM;4,621;1,433.5;1,304;6,534.75;0;72;3,342.75;12,116.25;1,811.5;3,262.5;1,113.25;1,036.75
Oct 30, 2022;11:00 PM;12:00 AM;4,535.25;1,379.5;1,717.5;6,828.75;0;72;3,438;11,564.5;1,245.25;2,118.5;389.25;929.25
Oct 31, 2022;12:00 AM;1:00 AM;4,433.25;1,418.75;2,094.75;6,813.5;0;146.25;3,530.25;12,055.5;1,865.25;3,848.5;467.5;1,322.5
Oct 31, 2022;1:00 AM;2:00 AM;4,382.75;1,415.25;2,032.5;6,701.75;0;146.75;3,544.5;12,092.75;1,853.75;3,755.25;421.5;1,310.5
Oct 31, 2022;2:00 AM;3:00 AM;4,372;1,433.25;2,046.25;6,264.25;0;146;3,545.5;12,183.75;1,844.25;3,765;393;1,307
Oct 31, 2022;3:00 AM;4:00 AM;4,374.75;1,431.75;2,030.75;5,670.75;0;146.25;3,544.75;12,116.5;1,848.75;3,776.25;300.75;1,314.75
Oct 31, 2022;4:00 AM;5:00 AM;4,413.5;1,434.5;1,742.75;4,618.75;0;147;3,548.25;12,148.5;1,862.25;3,852;315.25;1,316
Oct 31, 2022;5:00 AM;6:00 AM;4,469;1,432.5;1,492;3,877.25;0;147;3,582.75;12,219.5;1,921.75;4,002.5;347.25;1,321
Oct 31, 2022;6:00 AM;7:00 AM;4,613.5;1,475.25;1,218.25;3,332;1.5;147;3,682;12,331;2,152;4,301;1,301;1,299.75
Oct 31, 2022;7:00 AM;8:00 AM;4,806.75;1,510.25;1,043;2,799.25;966.75;147;3,717.5;12,486;2,352.25;4,444;2,490.25;1,302.75
Oct 31, 2022;8:00 AM;9:00 AM;4,843.75;1,482.25;821.75;2,322;5,339.25;146.25;3,718;12,562.25;2,426;4,511.5;1,689;1,297.25
Oct 31, 2022;9:00 AM;10:00 AM;4,782.25;1,499.25;643;2,118.25;10,407.75;146.75;3,736.25;12,621.25;2,437.25;4,392.5;1,200.25;1,302.75
Oct 31, 2022;10:00 AM;11:00 AM;4,674;1,498.5;660.5;1,793;14,015.75;153;3,816.25;12,569.75;2,462.5;4,242.25;952.75;1,315.25
Oct 31, 2022;11:00 AM;12:00 PM;4,590.5;1,494;722.5;1,301.5;15,439.75;153;3,871.5;12,572.25;2,435.75;4,186.5;857.25;1,314.5
Oct 31, 2022;12:00 PM;1:00 PM;4,516;1,581.25;752.75;1,148.75;14,922.75;152.25;3,921.75;12,647.25;2,366.5;4,317;1,457;1,324.25
Oct 31, 2022;1:00 PM;2:00 PM;4,502.5;1,650.75;713.25;1,336.75;11,940.25;151.75;3,912.5;12,662.5;2,365.5;4,662.25;1,364.25;1,361.25
Oct 31, 2022;2:00 PM;3:00 PM;4,527;1,616.75;787.25;1,932;7,941.75;141;3,908.25;12,437;2,447.5;4,917.5;1,716.5;1,333.25
Oct 31, 2022;3:00 PM;4:00 PM;4,595.5;1,645.5;789.5;2,847.25;3,999.25;133.5;3,906;12,384.25;2,765.25;4,813.5;1,934.5;1,321.25
Oct 31, 2022;4:00 PM;5:00 PM;4,729.25;1,683.5;889.5;4,288.5;834.75;129.75;3,961.5;12,364.25;2,975;4,856;4,983.5;1,326
Oct 31, 2022;5:00 PM;6:00 PM;4,841.25;1,692.5;1,391.25;6,026.25;1;143.5;3,986.75;12,364;3,102.25;5,063.25;5,984.25;1,356.25
Oct 31, 2022;6:00 PM;7:00 PM;4,869.25;1,603.25;2,586.5;7,680.5;0;150.5;3,986.25;12,540.25;3,071.25;4,484.75;4,698.5;1,359.25
Oct 31, 2022;7:00 PM;8:00 PM;4,832.75;1,507.75;3,511;9,464.5;0;155.75;3,988.75;12,523.75;2,937.5;4,366.75;1,710;1,366.75
Oct 31, 2022;8:00 PM;9:00 PM;4,751.5;1,506.5;4,525.5;10,950.75;0;150.25;3,988.25;12,481.75;2,631.25;3,936.25;865;1,356.25
Oct 31, 2022;9:00 PM;10:00 PM;4,661.25;1,459.75;4,935.75;12,624.25;0;142.25;3,993.75;12,096;2,453;3,430;568.25;1,338.5
Oct 31, 2022;10:00 PM;11:00 PM;4,555.25;1,418.5;5,236.75;14,181.75;0;143;3,997.25;11,603.75;2,364.5;3,143.75;309;1,341.25
Oct 31, 2022;11:00 PM;12:00 AM;4,478;1,428;5,063.5;15,245.75;0;143;4,008;10,843;2,248.75;2,666.75;647;1,335.25
Nov 1, 2022;12:00 AM;1:00 AM;4,467.75;1,421.5;5,214.5;15,865.75;0;133.75;3,938;9,136;2,233.25;1,678.25;199.25;1,227.5
Nov 1, 2022;1:00 AM;2:00 AM;4,434.75;1,402;5,316.5;16,143.25;0;131;3,874;8,310.5;2,199.75;1,219;242.75;1,208
Nov 1, 2022;2:00 AM;3:00 AM;4,406.75;1,405;5,346.25;16,446;0;127.75;3,875.5;7,081.5;2,185.5;1,389;73.75;1,205.75
Nov 1, 2022;3:00 AM;4:00 AM;4,370;1,397.5;5,573.75;16,346.75;0;124.25;3,877.25;7,022;2,184.25;1,238.25;35.25;1,196.25
Nov 1, 2022;4:00 AM;5:00 AM;4,364;1,389.5;6,002.25;16,418;0;124;3,877.5;7,463.25;2,188.75;1,250;172.5;1,199.5
Nov 1, 2022;5:00 AM;6:00 AM;4,386.5;1,417.5;5,869.75;17,844.75;0;125.25;3,878.75;8,243.25;2,263.75;1,231.75;158;1,195.75
Nov 1, 2022;6:00 AM;7:00 AM;4,504.75;1,415;5,971;19,649.75;1.25;130.75;3,880.75;9,082;2,318.25;1,252.5;350.75;1,208.25
Nov 1, 2022;7:00 AM;8:00 AM;4,655;1,410.5;6,048.5;21,463.5;369.25;135;3,878.25;9,994;2,445.25;1,254.75;483;1,211.75
Nov 1, 2022;8:00 AM;9:00 AM;4,649;1,514.5;6,082.25;22,695.25;2,577.25;134;3,883;10,354;2,550.25;1,256.75;536;1,218.75
Nov 1, 2022;9:00 AM;10:00 AM;4,577.25;1,400.25;5,727.25;22,865;6,336.5;133.5;3,887;9,185.5;2,532.5;1,254;172.25;1,311.25
Nov 1, 2022;10:00 AM;11:00 AM;4,464.25;1,445;5,543;22,812;10,540.75;134.25;3,796.25;8,216.25;2,407;1,244;216.75;1,341
Nov 1, 2022;11:00 AM;12:00 PM;4,391.5;1,453.25;5,423.5;22,923.25;13,141.25;125.75;3,822.5;7,505.5;2,406.25;1,225.25;200.5;1,356
Nov 1, 2022;12:00 PM;1:00 PM;4,360.75;1,453.75;5,109.5;22,810.5;13,869.25;126.75;3,779;7,617.5;2,270.5;1,203.5;197;1,345.5
Nov 1, 2022;1:00 PM;2:00 PM;4,345.25;1,431.25;4,903.25;20,744.75;12,938.75;125;3,810.5;7,635.5;2,212.5;1,211.25;209.75;1,340
Nov 1, 2022;2:00 PM;3:00 PM;4,399.5;1,436.75;5,246.75;18,777.75;10,192.75;124.5;3,953.75;8,133;2,229.25;1,228.75;140.5;1,345
Nov 1, 2022;3:00 PM;4:00 PM;4,514.75;1,385.25;5,601.75;16,065.25;5,363.75;124.75;3,968;11,025.75;2,326.75;1,295.25;1,068.75;1,331.5
Nov 1, 2022;4:00 PM;5:00 PM;4,702.25;1,383;5,520.75;14,666.75;1,006;132.5;3,967.5;11,906.25;2,655;1,399.75;2,901.5;1,343.75
Nov 1, 2022;5:00 PM;6:00 PM;4,829;1,383;5,667.25;16,304.75;1.25;137.25;3,954.75;12,255.25;2,747;1,430.75;6,262.75;1,368.5
Nov 1, 2022;6:00 PM;7:00 PM;4,876;1,401.25;5,604.25;18,456.25;0;140;3,947.25;12,435.25;2,710;1,432;6,028.25;1,401.25
Nov 1, 2022;7:00 PM;8:00 PM;4,854.5;1,363;5,918.25;20,049.25;0;142.5;3,948.75;11,996;2,632.5;1,451.25;3,624.5;1,414.75
Nov 1, 2022;8:00 PM;9:00 PM;4,749;1,329.5;5,878.75;21,111.5;0;131.75;3,985;10,047.75;2,417.75;1,328.5;1,867.5;1,365.75
Nov 1, 2022;9:00 PM;10:00 PM;4,645.5;1,293;5,777.5;21,788.25;0;130;4,007.25;8,328;2,311.25;1,292.5;744.75;1,364.5
Nov 1, 2022;10:00 PM;11:00 PM;4,540;1,280;5,827.5;21,705;0;130;4,007.5;7,093.25;2,245;1,248.75;1,252.5;1,383
Nov 1, 2022;11:00 PM;12:00 AM;4,443.5;1,261.5;5,714.5;21,979;0;129.75;4,008.75;6,897.5;2,297.75;1,229.75;76;1,385
Nov 2, 2022;12:00 AM;1:00 AM;4,380;1,235.5;5,825.75;22,457.25;0;122.75;3,994;6,754.75;2,394.5;1,336.75;91.25;1,243.25
Nov 2, 2022;1:00 AM;2:00 AM;4,352.25;1,246.75;5,747;22,903.75;0;119;4,006.75;6,774;2,486.5;1,147;174.5;1,230
Nov 2, 2022;2:00 AM;3:00 AM;4,358;1,212.5;5,684.75;23,004.5;0;119.25;3,995.5;6,764.25;2,502.5;1,168;162.25;1,222.25
Nov 2, 2022;3:00 AM;4:00 AM;4,347;1,206;5,723;24,043.5;0;119.5;4,006.75;6,766.5;2,523.5;1,277;156.75;1,213.25
Nov 2, 2022;4:00 AM;5:00 AM;4,367.25;1,234.25;5,807.5;24,740.75;0;119;4,000.5;6,785;2,399.25;1,294.25;156.25;1,223.75
Nov 2, 2022;5:00 AM;6:00 AM;4,394.5;1,235.25;5,569.5;25,873.25;0;119.25;4,004.25;6,823;2,447;1,185;163.75;1,221.75
Nov 2, 2022;6:00 AM;7:00 AM;4,524.75;1,223.25;5,766;28,806.25;2.25;128.5;4,005.75;7,285.25;2,680.25;1,442.25;479.25;1,221
Nov 2, 2022;7:00 AM;8:00 AM;4,696.5;1,275.75;5,197;29,814.25;790.75;135.25;4,004.5;8,472;3,117.5;1,612.5;2,467;1,231.25
Nov 2, 2022;8:00 AM;9:00 AM;4,734.25;1,284.25;4,430.75;29,282;4,749;138.25;4,007.75;8,404.75;3,592.5;2,008.25;4,604.75;1,251.75
Nov 2, 2022;9:00 AM;10:00 AM;4,637.75;1,316.75;4,305;28,961;10,033.25;139;4,011.5;8,675.5;3,417.25;1,975;795.25;1,246.5
Nov 2, 2022;10:00 AM;11:00 AM;4,513.5;1,336;4,013.5;29,738.5;13,966.25;129.75;4,010;8,387.25;3,447.5;1,898;47.25;1,261.5
Nov 2, 2022;11:00 AM;12:00 PM;4,427;1,223.25;3,710.25;29,949.5;16,161.5;129;4,008;8,384;3,629.75;1,883;228.75;1,262
Nov 2, 2022;12:00 PM;1:00 PM;4,387.25;1,193.75;3,915.75;29,317.5;16,081.75;129;4,007;8,377;3,710.25;1,837.25;247.5;1,229.25
Nov 2, 2022;1:00 PM;2:00 PM;4,394.25;1,181.25;3,861;26,947.75;14,757;124;4,008.25;8,540.5;3,799.5;1,839.5;319.25;1,218
Nov 2, 2022;2:00 PM;3:00 PM;4,446.25;1,203;4,274.5;23,112.75;11,840;124;4,012.25;9,399.5;3,796.75;2,103.75;550.5;1,214.25
Nov 2, 2022;3:00 PM;4:00 PM;4,591;1,273.25;5,331.75;18,519;6,260.5;134.25;4,013;11,643;3,627.25;3,037.75;2,141.5;1,239.25
Nov 2, 2022;4:00 PM;5:00 PM;4,775.5;1,284.25;5,880.25;15,554;971;140.5;4,016.25;12,274.25;3,402.5;3,969.5;4,394;1,277
Nov 2, 2022;5:00 PM;6:00 PM;4,907.25;1,358.75;5,903.25;14,892.25;0.5;142;4,019;12,764.5;3,399.75;4,793.5;6,578;1,278
Nov 2, 2022;6:00 PM;7:00 PM;4,950.5;1,294.75;5,825.25;16,164.5;0;142;4,019.75;13,106.25;3,407.75;4,894;5,611.25;1,303
Nov 2, 2022;7:00 PM;8:00 PM;4,917.75;1,275.5;6,073.75;17,438;0;141.25;4,022.75;13,312.75;3,363;4,294.5;3,932;1,320.25
Nov 2, 2022;8:00 PM;9:00 PM;4,880.25;1,259.75;6,423;18,139.25;0;141;4,017.25;12,384;3,310;3,879.25;819.75;1,308.5
Nov 2, 2022;9:00 PM;10:00 PM;4,774.5;1,293.75;6,867.75;18,137.75;0;141;4,005.75;11,707;3,282.5;3,174;455.25;1,297.75
Nov 2, 2022;10:00 PM;11:00 PM;4,636.5;1,280.25;6,145.75;17,658.5;0;141;4,005.75;11,103;3,069.5;2,715.75;806.75;1,276
Nov 2, 2022;11:00 PM;12:00 AM;4,542.5;1,285;6,157.75;17,429.75;0;137;4,007.25;9,910.25;2,992;2,171.5;306.25;1,272.5
Nov 3, 2022;12:00 AM;1:00 AM;4,437;1,291.75;5,955.25;17,833.75;0;135;4,019;9,908.75;2,402.25;2,326.25;267.5;1,361
Nov 3, 2022;1:00 AM;2:00 AM;4,429;1,297.75;5,748.25;19,170.75;0;125.5;4,015.75;8,933;1,995;2,070.5;218.75;1,328.25
Nov 3, 2022;2:00 AM;3:00 AM;4,414.5;1,296.5;5,143.5;20,724.25;0;123.5;4,025;8,068.25;2,078;1,965;162.25;1,317
Nov 3, 2022;3:00 AM;4:00 AM;4,394;1,289.25;5,063.5;21,610.75;0;124;4,024.5;8,038;2,298.5;1,984.25;157;1,319.75
Nov 3, 2022;4:00 AM;5:00 AM;4,403;1,281.75;5,223.75;21,873.5;0;124;4,013.5;8,355;2,340.75;2,059.75;160.75;1,313.25
Nov 3, 2022;5:00 AM;6:00 AM;4,444.5;1,282.25;5,215;22,108;0;123.5;4,024;9,591.75;2,478.25;2,340;192.25;1,315.25
Nov 3, 2022;6:00 AM;7:00 AM;4,606.75;1,329.5;5,469.5;23,395.75;1.25;126.25;4,021.75;12,268.25;2,573.25;2,672.75;203.5;1,322.75
Nov 3, 2022;7:00 AM;8:00 AM;4,812.75;1,305.5;5,635;22,816.75;859.5;138;4,011.75;13,173.5;2,523;3,335.75;915.25;1,384
Nov 3, 2022;8:00 AM;9:00 AM;4,865;1,291.5;5,260.25;21,411.5;5,150.75;135.5;4,017.75;13,080.5;2,499.75;3,155.5;1,540;1,366.25
Nov 3, 2022;9:00 AM;10:00 AM;4,790;1,297.75;5,277.5;18,451.25;10,518.25;138;4,018.25;13,207.5;2,468.25;2,868.25;1,189.5;1,357
Nov 3, 2022;10:00 AM;11:00 AM;4,730.25;1,289;5,498.25;16,289.75;14,132.5;143.75;3,996.5;13,338;2,331.5;2,793.5;375.25;1,361.75
Nov 3, 2022;11:00 AM;12:00 PM;4,684;1,253.75;5,567.25;15,136.5;14,876.75;143.5;4,004;13,386.75;2,383.5;2,823.75;633.25;1,358.5
Nov 3, 2022;12:00 PM;1:00 PM;4,630.5;1,370;5,682.75;14,381.5;13,437.25;135.5;4,006.5;13,373.75;2,381.5;2,856;536;1,340.25
Nov 3, 2022;1:00 PM;2:00 PM;4,657.25;1,351;5,412.25;14,128.5;10,498.5;142.75;4,005.75;13,425.75;2,464.25;3,246.75;1,712.25;1,351
Nov 3, 2022;2:00 PM;3:00 PM;4,680.75;1,371.25;5,524.25;15,389.75;6,090.75;142.75;4,002;13,470.5;2,558.25;3,203;1,911.75;1,354.75
Nov 3, 2022;3:00 PM;4:00 PM;4,734.25;1,407.5;5,900.25;17,636.25;2,342.75;142.25;3,993.25;13,565;2,602;3,461;3,000.75;1,387
Nov 3, 2022;4:00 PM;5:00 PM;4,861;1,413.5;5,970.25;21,062.75;253.25;144;3,994;13,636.5;3,037;3,490.25;3,071.5;1,577.75
Nov 3, 2022;5:00 PM;6:00 PM;4,957.25;1,483.75;5,998;24,112;0.25;143;3,998.75;13,637.25;3,076.75;3,657;4,023.75;1,466.25
Nov 3, 2022;6:00 PM;7:00 PM;4,982.5;1,377.5;5,739.75;25,093.25;0;143.75;4,004.5;13,642;2,981.75;3,703.25;2,559.25;1,369.75
Nov 3, 2022;7:00 PM;8:00 PM;4,974;1,351.5;5,654.25;24,485.75;0;142.25;4,008;13,644.75;2,776.75;3,508.75;2,168.75;1,359.75
Nov 3, 2022;8:00 PM;9:00 PM;4,892.5;1,292.75;5,561.25;22,846.75;0;139;4,011.25;13,690.75;2,513.75;3,511.25;1,246.5;1,344.25
Nov 3, 2022;9:00 PM;10:00 PM;4,740;1,248.75;5,112.5;21,800.25;0;138.75;4,010.5;13,598;2,337.25;3,241.25;357;1,342.5
Nov 3, 2022;10:00 PM;11:00 PM;4,648.75;1,270;4,147.5;21,022.5;0;139;4,011.75;13,147.5;2,271.75;3,113;153.75;1,335
Nov 3, 2022;11:00 PM;12:00 AM;4,588.25;1,223;4,210.75;20,634.75;0;134.25;4,008;12,969.5;2,180;2,677.5;51.5;1,332.25
Nov 4, 2022;12:00 AM;1:00 AM;4,519;1,293.5;4,035;20,688;0;133.5;4,010.5;13,154;2,253.75;2,223.25;63;1,331
Nov 4, 2022;1:00 AM;2:00 AM;4,510.75;1,303.25;3,754.5;20,115;0;134;4,012.75;13,167.5;2,452.25;2,280.5;135.5;1,326.75
Nov 4, 2022;2:00 AM;3:00 AM;4,500.25;1,304.25;4,474;20,104.75;0;136.25;4,001;12,992.5;2,694.25;2,235.75;171.75;1,320.75
Nov 4, 2022;3:00 AM;4:00 AM;4,473.75;1,285;5,320.5;19,792.75;0;131.5;4,006.75;12,801.25;2,758.5;2,179.5;161.25;1,325
Nov 4, 2022;4:00 AM;5:00 AM;4,476.75;1,268.75;5,740.5;19,415.25;0;128;4,014.75;12,878.25;3,046.25;2,268.25;194.75;1,319
Nov 4, 2022;5:00 AM;6:00 AM;4,500.25;1,320.25;5,137;18,695.25;0;128;4,015.5;12,984.25;3,851.5;2,407.25;90;1,313.75
Nov 4, 2022;6:00 AM;7:00 AM;4,655.25;1,434.5;5,305;18,028.25;0.25;128.25;4,016.5;13,317.5;5,687.75;2,776.25;611;1,299.75
Nov 4, 2022;7:00 AM;8:00 AM;4,854.25;1,472;5,272;15,570.5;104.75;142;4,020.25;13,882;6,519;3,697.5;1,512.5;1,329
Nov 4, 2022;8:00 AM;9:00 AM;4,904.75;1,440;5,467.25;12,704.75;1,227;145.25;4,020.25;13,903;7,651;4,294;3,558.75;1,340.75
Nov 4, 2022;9:00 AM;10:00 AM;4,898.25;1,422;5,534.75;10,928;3,453.5;145;4,027;13,573;8,060.75;4,502;4,044.75;1,352.75
Nov 4, 2022;10:00 AM;11:00 AM;4,832.75;1,479;5,567;9,485.5;5,987.25;144.75;4,029;13,336.75;7,773.5;4,372;1,898.75;1,347
Nov 4, 2022;11:00 AM;12:00 PM;4,750;1,500.5;5,154.25;8,053.75;7,587;142.75;4,025.75;13,360.75;7,787;4,279.5;1,348;1,341.75
Nov 4, 2022;12:00 PM;1:00 PM;4,670.75;1,499.5;5,067;6,975.5;7,774.5;144.5;4,023;13,380.25;7,974.5;4,401;1,486;1,342.75
Nov 4, 2022;1:00 PM;2:00 PM;4,637.75;1,467.25;4,944.5;5,597.25;6,819.75;145;4,023;13,485.75;7,898.5;4,447;685.75;1,341.5
Nov 4, 2022;2:00 PM;3:00 PM;4,673;1,646.5;4,925;4,583;5,031.5;146.5;4,022.25;13,821;7,908.5;4,522.25;1,414.25;1,341.75
Nov 4, 2022;3:00 PM;4:00 PM;4,705.25;1,738;4,717.25;3,841.5;2,438;148;4,017;13,978.5;7,984.25;4,781.5;2,552.5;1,354.75
Nov 4, 2022;4:00 PM;5:00 PM;4,838.5;1,723;4,561;3,603.5;391.5;148;4,011.5;14,161.75;8,694.25;4,873.5;2,746.5;1,363.5
Nov 4, 2022;5:00 PM;6:00 PM;4,952;1,758.5;4,341.5;4,246;0.25;148.25;4,016.5;14,113.5;9,368.25;5,109;6,315;1,379.25
Nov 4, 2022;6:00 PM;7:00 PM;5,009.25;1,649;4,627.25;4,949.75;0;148.25;4,021.25;13,985.5;9,457.5;5,164.25;5,915;1,379.25
Nov 4, 2022;7:00 PM;8:00 PM;4,988.25;1,609.75;4,400.5;5,913.25;0;149.25;4,025.25;13,970.75;9,186.75;5,037.25;3,746;1,374.75
Nov 4, 2022;8:00 PM;9:00 PM;4,874.25;1,638.5;4,359.5;6,401.75;0;143.25;4,026.5;14,054.75;7,985.5;4,278.5;1,440.75;1,348.5
Nov 4, 2022;9:00 PM;10:00 PM;4,764.75;1,667.25;4,731.5;6,405.5;0;141;4,024;13,898.25;6,224.25;3,251.5;1,073.75;1,342.75
Nov 4, 2022;10:00 PM;11:00 PM;4,656.75;1,596.75;4,698.5;6,755.75;0;141;4,024.25;13,935.25;5,578.5;2,953.75;589.5;1,340.75
Nov 4, 2022;11:00 PM;12:00 AM;4,599.5;1,610.75;4,231.75;7,480;0;141;4,025.75;14,012.75;5,104.5;2,350.25;181.25;1,334.75
Nov 5, 2022;12:00 AM;1:00 AM;4,586.25;1,552.75;3,950.75;8,255.75;0;141;4,033.25;13,680.25;5,320.5;2,301.75;580.25;1,322
Nov 5, 2022;1:00 AM;2:00 AM;4,537.5;1,537.5;3,002.25;9,300.25;0;133.25;4,035;13,403.5;4,318;2,028.75;369.75;1,301.75
Nov 5, 2022;2:00 AM;3:00 AM;4,500.25;1,514.5;2,649.75;9,784.75;0;132;4,036.25;13,283.75;4,063;2,008.75;414.75;1,286.25
Nov 5, 2022;3:00 AM;4:00 AM;4,489.5;1,484.25;2,743.75;10,068.25;0;132;4,033.25;13,098.25;3,998.5;2,049.5;444.5;1,286
Nov 5, 2022;4:00 AM;5:00 AM;4,494.75;1,468.5;2,932.25;9,860.5;0;131.75;4,029.5;12,970.25;3,633;2,040;189.75;1,296.25
Nov 5, 2022;5:00 AM;6:00 AM;4,527.25;1,438.75;2,257.25;9,893.5;0;131;4,029.5;12,833.25;3,690.25;2,010;247.75;1,302.5
Nov 5, 2022;6:00 AM;7:00 AM;4,658.5;1,431.5;2,689.25;10,296.75;0.25;135;4,029.75;12,827.75;3,998.5;1,963.5;386.5;1,309
Nov 5, 2022;7:00 AM;8:00 AM;4,777;1,419.75;2,957;10,564.5;347.75;140;4,032.75;12,852.25;4,085;2,010.5;619.75;1,318.25
