Date;Start;End;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Sep 22, 2023;12:00 PM;1:00 PM;4,402;1,604.25;3,061;13,168.75;13,539.75;122.75;0;10,169.75;3,227.75;4,710.75;53.5;1,464
Sep 22, 2023;1:00 PM;2:00 PM;4,341.75;1,600.5;2,723;12,771.5;14,937;123.25;0;10,231.25;3,242;4,518.25;151.5;1,472.25
Sep 22, 2023;2:00 PM;3:00 PM;4,263.75;1,578.75;2,523.5;12,119;14,952.75;124;0;10,315;3,637.5;4,528.25;74.25;1,471
Sep 22, 2023;3:00 PM;4:00 PM;4,186.5;1,654.5;3,016.5;10,591;13,145.75;124.25;0;10,244;4,101.75;4,679.25;16;1,458.25
Sep 22, 2023;4:00 PM;5:00 PM;4,154.5;1,635.75;2,956.25;9,729.75;9,349.75;129.5;0;10,655;4,973;5,842.25;441.5;1,482.5
Sep 22, 2023;5:00 PM;6:00 PM;4,163.75;1,646.25;3,317.5;8,134.75;5,313.75;137;0;11,426.5;6,172.75;7,411.75;2,960.75;1,510
Sep 22, 2023;6:00 PM;7:00 PM;4,230.75;1,697;2,603.25;7,233;1,673.5;132;0;11,396.75;6,111;7,375.75;4,808.25;1,504
Sep 22, 2023;7:00 PM;8:00 PM;4,288;1,751.25;1,683;8,115.5;44;139;0;11,400.25;6,265.75;7,680.25;6,410.75;1,512
Sep 22, 2023;8:00 PM;9:00 PM;4,350.25;1,798.25;1,141.25;9,707;0;132;0;11,061.75;6,084.25;7,203;4,972.5;1,500
Sep 22, 2023;9:00 PM;10:00 PM;4,400.25;1,848.75;1,082;10,294.75;0;125.25;0;11,020;5,451;5,728;1,737;1,487.25
Sep 22, 2023;10:00 PM;11:00 PM;4,410.25;1,927;914.5;10,731.75;0;124;0;10,957.5;4,479.5;4,339.5;839;1,464.5
Sep 22, 2023;11:00 PM;12:00 AM;4,410.75;1,976.75;904.25;11,378.5;0;124;0;10,390.5;3,445.25;2,787.5;625.25;1,446.75
Sep 23, 2023;12:00 AM;1:00 AM;4,364.25;2,044;915;11,761.5;0;124;0;9,452.5;2,814.25;2,445.25;279.25;1,461.5
Sep 23, 2023;1:00 AM;2:00 AM;4,294.5;2,024.75;763.25;12,409;0;124.75;0;8,708;1,992.75;2,450.5;118;1,465
Sep 23, 2023;2:00 AM;3:00 AM;4,229.5;1,994.5;933;12,904;0;132.75;0;7,761.75;1,522.25;2,540;1.5;1,483
Sep 23, 2023;3:00 AM;4:00 AM;4,176.5;1,993.5;992.5;13,214.5;0;125.25;0;6,864.5;1,477.25;2,489;19.75;1,460.75
Sep 23, 2023;4:00 AM;5:00 AM;4,137.5;2,020.25;917;13,588.25;0;123;0;6,810;1,231.75;2,476.25;12;1,459.5
Sep 23, 2023;5:00 AM;6:00 AM;4,105.75;1,997.5;954.75;13,861;0;123;0;7,361.5;1,231.75;2,484.5;8.25;1,420
Sep 23, 2023;6:00 AM;7:00 AM;4,128.75;2,009.25;1,423;13,925.5;2.5;130.5;0;8,431.25;1,264.5;2,522.25;359.75;1,448.25
Sep 23, 2023;7:00 AM;8:00 AM;4,175;2,067.5;1,048.5;13,716;829.5;132;0;9,047.25;1,287;2,849.75;535.5;1,448.75
Sep 23, 2023;8:00 AM;9:00 AM;4,241.25;2,075.25;985;12,894.5;5,178.5;132;0;9,003.75;1,305.75;3,107.75;910.5;1,455.5
Sep 23, 2023;9:00 AM;10:00 AM;4,301.5;2,091.5;1,362;12,754.25;11,571;128;0;8,364.5;1,305.75;3,021.75;486;1,456.25
Sep 23, 2023;10:00 AM;11:00 AM;4,347.5;2,126;936;13,417.5;17,535;118.5;0;6,193.25;1,467.75;3,047.25;26.75;1,440.75
Sep 23, 2023;11:00 AM;12:00 PM;4,402.75;2,062.75;1,089.5;13,971.25;21,346.5;116;0;5,290.75;1,472.5;3,001.5;14;1,439.25
Sep 23, 2023;12:00 PM;1:00 PM;4,383.25;2,128.75;544.25;14,449.25;22,759.5;116.25;0;5,268;1,578;3,144.5;187.25;1,461
Sep 23, 2023;1:00 PM;2:00 PM;4,330;2,103.75;758;14,930.75;22,479.75;126.25;0;4,918.75;1,838.5;3,037.75;105.75;1,481.5
Sep 23, 2023;2:00 PM;3:00 PM;4,261.5;2,099.5;1,271.5;14,679;20,624.5;118;0;4,736.25;1,864.75;3,220.25;9.5;1,470.25
Sep 23, 2023;3:00 PM;4:00 PM;4,198.75;2,097.5;2,050.25;14,217.25;17,307.5;116.25;0;4,900.25;1,775.5;2,879.75;3.75;1,470.75
Sep 23, 2023;4:00 PM;5:00 PM;4,182;2,080.25;2,626;12,190.75;12,469.5;119.75;0;5,439.5;1,751.75;2,675.25;322.25;1,477.75
Sep 23, 2023;5:00 PM;6:00 PM;4,186.25;2,009.75;2,726;9,628.5;7,050;128;0;7,695.5;1,856.25;2,999.75;1,280.25;1,493
Sep 23, 2023;6:00 PM;7:00 PM;4,245;1,993.75;2,711.5;6,731;1,867;130.75;0;9,185.5;2,182;3,190.5;3,674.5;1,506
Sep 23, 2023;7:00 PM;8:00 PM;4,272.5;2,033.75;2,476.25;6,415.5;39.25;140;0;9,287.75;2,491.5;3,291;5,975.25;1,527.75
Sep 23, 2023;8:00 PM;9:00 PM;4,300.75;1,959.5;2,277.5;7,247.25;0;131.5;0;9,222.75;2,578.25;3,228.5;4,043.75;1,506.75
Sep 23, 2023;9:00 PM;10:00 PM;4,357.5;1,983.75;1,985.5;8,132;0;123.5;0;8,978.75;2,067.5;3,147.75;2,026.75;1,491
Sep 23, 2023;10:00 PM;11:00 PM;4,352.25;2,030;1,803;8,479;0;123;0;8,490;1,727;3,080.25;1,676.5;1,486.75
Sep 23, 2023;11:00 PM;12:00 AM;4,351.75;1,932.25;1,762;8,332.25;0;123;0;8,351;1,498.75;2,899.5;781.75;1,488.75
Sep 24, 2023;12:00 AM;1:00 AM;4,298.25;1,911;1,733.5;8,072;0;123;0;7,256.25;1,389;2,410.75;791.25;1,489.75
Sep 24, 2023;1:00 AM;2:00 AM;4,244.5;1,923;1,559.5;7,253.75;0;123;0;6,160.5;1,311.75;2,403;324;1,490.5
Sep 24, 2023;2:00 AM;3:00 AM;4,197.75;1,914.5;1,451;6,347.75;0;123;0;5,843.25;1,280.5;2,408.25;237;1,489.5
Sep 24, 2023;3:00 AM;4:00 AM;4,145;1,841.5;1,170.5;5,764;0;123;0;5,666.75;1,260.25;2,394.75;217.25;1,483.75
Sep 24, 2023;4:00 AM;5:00 AM;4,111;1,824;1,282.75;4,758.75;0;123;0;5,827;1,257;2,400;154.5;1,482.5
Sep 24, 2023;5:00 AM;6:00 AM;4,087.75;1,811;1,917.25;3,847;0;125;0;6,145;1,329;2,421;502.75;1,493
Sep 24, 2023;6:00 AM;7:00 AM;4,112;1,794.5;2,652.5;2,890.25;1.5;125;0;6,405.75;1,344.5;2,428.25;170.25;1,490
Sep 24, 2023;7:00 AM;8:00 AM;4,151.25;1,767;3,295.5;2,476;982.25;127;0;6,470.5;1,356.75;2,381.25;626;1,489.25
Sep 24, 2023;8:00 AM;9:00 AM;4,212;1,733.75;3,749;2,302.25;6,654;134.5;0;5,824.5;1,369.25;2,434.25;1,003.25;1,499.75
Sep 24, 2023;9:00 AM;10:00 AM;4,290.5;1,727.75;4,077.25;1,899.5;15,042.75;125.75;0;3,995.25;1,126.25;2,258.25;141.75;1,482.75
Sep 24, 2023;10:00 AM;11:00 AM;4,325;1,733.5;4,121.75;1,787.5;23,425.75;116.5;0;4,068.75;1,081.25;2,157.75;8.5;1,466.5
Sep 24, 2023;11:00 AM;12:00 PM;4,343.25;1,778.5;4,513.5;1,999.75;29,019.25;116;0;4,000.75;1,298.75;2,110.75;40.5;1,471.25
Sep 24, 2023;12:00 PM;1:00 PM;4,341.75;1,716.5;5,083.75;2,322.25;31,511.25;116;0;4,001;1,445.75;2,058.5;77;1,474.25
Sep 24, 2023;1:00 PM;2:00 PM;4,297.75;1,768.75;4,672;1,824.25;31,052.25;116;0;4,020;1,522;2,031.25;50.5;1,471.25
Sep 24, 2023;2:00 PM;3:00 PM;4,260.75;1,762.5;4,548.25;1,838.75;28,927.75;116;0;3,985.5;1,602;2,048;21;1,471.5
Sep 24, 2023;3:00 PM;4:00 PM;4,224.25;1,786.25;4,980;2,360.25;25,200.25;117.5;0;4,016.5;1,981;2,037.5;42.5;1,478.5
Sep 24, 2023;4:00 PM;5:00 PM;4,195;1,800.25;4,515.25;2,379.75;19,158.25;118;0;4,079.75;2,193.5;2,176.5;5.25;1,479.75
Sep 24, 2023;5:00 PM;6:00 PM;4,201;1,817.25;4,628.25;2,849.5;10,886.75;118.75;0;5,364.5;2,567.75;2,359.25;785.25;1,481.75
Sep 24, 2023;6:00 PM;7:00 PM;4,265;1,753.25;4,588;3,163.25;2,762.5;127;0;6,964.25;3,063.25;2,606.5;3,790.5;1,501.75
Sep 24, 2023;7:00 PM;8:00 PM;4,300.5;1,722;4,556;4,482.75;39.75;122.25;0;7,003.25;3,558.25;2,666.75;5,778.25;1,487.75
Sep 24, 2023;8:00 PM;9:00 PM;4,367;1,718.5;4,727;7,317.75;0;122;0;6,913.75;3,723;2,706;4,336.5;1,489.25
Sep 24, 2023;9:00 PM;10:00 PM;4,402;1,781.25;5,432.75;10,573.5;0;116.5;0;6,184.75;3,653.75;2,743.5;1,587;1,465.75
Sep 24, 2023;10:00 PM;11:00 PM;4,397.5;1,674.75;5,579.25;13,807.5;0;116.25;0;5,413;3,289.5;2,716.75;659;1,452.25
Sep 24, 2023;11:00 PM;12:00 AM;4,398.5;1,704.25;5,352.75;16,030.75;0;116.75;0;4,120.75;3,120;2,683.5;151;1,453.5
Sep 25, 2023;12:00 AM;1:00 AM;4,355.5;1,756;4,735.75;17,268;0;116.25;0;3,968;3,008.25;2,817.25;146.75;1,426.25
Sep 25, 2023;1:00 AM;2:00 AM;4,294.5;1,714.25;4,805.25;17,398.25;0;116.5;0;3,920.5;2,964;2,706.75;78;1,422.75
Sep 25, 2023;2:00 AM;3:00 AM;4,240.25;1,696.75;4,789.75;17,461;0;116.75;0;3,991.25;2,952.5;2,713.5;70.5;1,422.5
Sep 25, 2023;3:00 AM;4:00 AM;4,183.25;1,668.5;4,861.5;17,123;0;116.75;0;4,071.75;2,866.75;2,711.5;4.5;1,416.5
Sep 25, 2023;4:00 AM;5:00 AM;4,132.25;1,595.75;4,820.75;16,631.25;0;116.25;0;4,359.25;2,843;2,761.75;172.75;1,412.25
Sep 25, 2023;5:00 AM;6:00 AM;4,117.75;1,648;5,160.75;17,867.5;0;116.5;0;4,564.75;3,163.5;3,085.75;348.25;1,422
Sep 25, 2023;6:00 AM;7:00 AM;4,132.25;1,684.25;5,264.5;18,562.75;2;123.25;0;6,546.5;3,616.75;3,816.75;1,047;1,429.75
Sep 25, 2023;7:00 AM;8:00 AM;4,178;1,684;5,714.75;17,566.5;1,301.5;133.25;0;7,893.5;4,143;4,733.25;3,146.75;1,446
Sep 25, 2023;8:00 AM;9:00 AM;4,220.75;1,632;5,859.75;14,533.75;8,541.5;134;0;7,862.75;4,406;5,143.75;3,909.75;1,439.75
Sep 25, 2023;9:00 AM;10:00 AM;4,271.5;1,682.25;6,369.25;10,329;17,928;134;0;7,309.75;3,871.25;5,081;2,410;1,427.75
Sep 25, 2023;10:00 AM;11:00 AM;4,281.75;1,722.5;6,085.5;7,277.5;26,283.75;134;0;6,453.25;3,255.25;5,242.5;842.25;1,412.75
Sep 25, 2023;11:00 AM;12:00 PM;4,293.75;1,756.5;5,333.75;6,806.5;31,865;134;0;5,649;2,836.75;4,328.5;221;1,415
Sep 25, 2023;12:00 PM;1:00 PM;4,322.25;1,780;4,386.25;6,818.75;34,209.25;133;0;5,697.25;3,039.5;3,589.75;169.5;1,416.75
Sep 25, 2023;1:00 PM;2:00 PM;4,297.25;1,755.75;3,728;6,193.5;34,249.25;122.5;0;5,571.75;3,373;3,488.5;54;1,395
Sep 25, 2023;2:00 PM;3:00 PM;4,263;1,785.25;3,326;5,257.25;31,537.75;119;0;5,956.75;3,766.75;3,496.25;119;1,385.75
Sep 25, 2023;3:00 PM;4:00 PM;4,224;1,754.5;2,944;4,843.75;26,488.5;122.25;0;7,081;4,191.75;3,908.5;216.25;1,406.5
Sep 25, 2023;4:00 PM;5:00 PM;4,194.25;1,760.25;2,555.5;4,287.75;19,273.25;130.75;0;8,880.25;5,346.5;4,566.25;497.5;1,438.25
Sep 25, 2023;5:00 PM;6:00 PM;4,139.75;1,807.75;1,606.5;3,396.75;10,237.75;134.75;0;10,358;7,106;5,622.5;2,083;1,460.25
Sep 25, 2023;6:00 PM;7:00 PM;4,230.25;1,711.75;1,489;2,758.5;2,526;141;0;11,145.75;8,423.5;7,222.5;3,998.5;1,480.25
Sep 25, 2023;7:00 PM;8:00 PM;4,325.25;1,828.25;1,418.5;3,083.75;37.75;141;0;11,476.25;8,496.75;7,819.25;6,001.5;1,482.5
Sep 25, 2023;8:00 PM;9:00 PM;4,441.75;1,710.25;1,313.5;3,271.25;0;141;0;11,499.75;8,440;7,746.25;4,775;1,476
Sep 25, 2023;9:00 PM;10:00 PM;4,540;1,649;1,046.25;3,512.75;0;141;0;11,170.25;8,160;6,733.75;2,277.25;1,476.75
Sep 25, 2023;10:00 PM;11:00 PM;4,537;1,639.75;874.25;3,502.75;0;143;0;11,082;7,487.5;5,461;1,171;1,478.75
Sep 25, 2023;11:00 PM;12:00 AM;4,551;1,689;646.75;3,079.75;0;136.5;0;11,078.25;6,665.25;4,845.75;680.25;1,460.5
Sep 26, 2023;12:00 AM;1:00 AM;4,527.5;1,725;425.5;2,367.75;0;128;0;11,000.5;6,144;4,557.5;139.5;1,422.75
Sep 26, 2023;1:00 AM;2:00 AM;4,487.5;1,750.5;187;1,730.75;0;122;0;10,957.75;5,686.25;4,472.5;33.25;1,412.25
Sep 26, 2023;2:00 AM;3:00 AM;4,434.25;1,680.75;113;1,263.5;0;121;0;11,031.5;5,629;4,441.75;55.5;1,404.5
Sep 26, 2023;3:00 AM;4:00 AM;4,380.5;1,709.75;139;1,036.75;0;121;0;11,129.75;5,624;4,426;1.25;1,406
Sep 26, 2023;4:00 AM;5:00 AM;4,325.25;1,697.25;164.75;970.75;0;125;0;11,090.75;5,766.25;4,852.5;21;1,411.5
Sep 26, 2023;5:00 AM;6:00 AM;4,284.25;1,655.75;193;960.25;0;126.75;0;11,100.5;6,723.5;5,746;353.5;1,420.5
Sep 26, 2023;6:00 AM;7:00 AM;4,301.5;1,783.25;236.25;1,168;1.25;136;0;11,478.75;7,744;7,394.5;4,672;1,528
Sep 26, 2023;7:00 AM;8:00 AM;4,341;1,786;367.75;1,649;951;140;0;11,554.5;8,187.5;8,443.25;5,954.75;1,479
Sep 26, 2023;8:00 AM;9:00 AM;4,378.25;1,681.25;555;1,995;7,085.75;143;0;11,524.25;8,352.25;7,788.25;3,208;1,440.25
Sep 26, 2023;9:00 AM;10:00 AM;4,425.25;1,665.75;583;1,853.5;16,078;134;0;11,149;7,645.5;6,636.5;643;1,425.25
Sep 26, 2023;10:00 AM;11:00 AM;4,452.25;1,669.5;822.5;1,036.75;24,562.75;132;0;10,761.25;6,149;5,285.75;382.5;1,411
Sep 26, 2023;11:00 AM;12:00 PM;4,535.75;1,637.25;937.25;769.5;30,773.5;130;0;10,033.5;4,965.5;4,637.5;151.5;1,409.75
Sep 26, 2023;12:00 PM;1:00 PM;4,548;1,645.5;944.25;1,105;34,026.75;126.25;0;8,589;4,031.75;4,465;52.25;1,407.75
Sep 26, 2023;1:00 PM;2:00 PM;4,505;1,669.25;984.5;1,289.5;33,983.25;124;0;7,676.25;3,957.5;4,245.75;194;1,404.5
Sep 26, 2023;2:00 PM;3:00 PM;4,448.25;1,707.5;1,023.75;1,243.5;31,273.25;124;0;8,386;4,242.25;4,204.75;93.75;1,420
Sep 26, 2023;3:00 PM;4:00 PM;4,372.5;1,718.5;946.75;1,004;25,865.5;124;0;10,764.5;5,185.25;4,313;58.25;1,415.75
Sep 26, 2023;4:00 PM;5:00 PM;4,333.75;1,787.25;953;860.5;18,150.25;124.25;0;11,524.75;6,892;5,771.5;257.75;1,415.75
Sep 26, 2023;5:00 PM;6:00 PM;4,319.25;1,906;1,119;726.75;9,075.5;134;0;11,861.5;8,092.5;7,597.25;2,172.25;1,446
Sep 26, 2023;6:00 PM;7:00 PM;4,381.25;1,806.75;1,459;982.75;1,857.75;139.75;0;12,174.25;8,660;8,578.75;4,551.75;1,510.25
Sep 26, 2023;7:00 PM;8:00 PM;4,415.25;1,791;1,600.75;1,556.25;9;140;0;12,168.25;8,787.25;8,737;5,718.75;1,529.25
Sep 26, 2023;8:00 PM;9:00 PM;4,467.75;1,822.5;1,908;2,102.5;0;139.75;0;12,146.5;8,845.75;8,526;4,290.5;1,488.5
Sep 26, 2023;9:00 PM;10:00 PM;4,515.25;1,703.75;2,647.75;2,786.75;0;138;0;11,747.75;8,244.75;7,111.5;1,585.75;1,486
Sep 26, 2023;10:00 PM;11:00 PM;4,517.5;1,693.75;2,897.25;3,089;0;130;0;11,753;6,900.75;6,177.5;579;1,463
Sep 26, 2023;11:00 PM;12:00 AM;4,541;1,719.5;2,673.25;3,150.25;0;122;0;11,210.5;6,013.25;5,228;859.75;1,443.25
Sep 27, 2023;12:00 AM;1:00 AM;4,511;1,665.75;2,679.75;3,272;0;122.75;0;11,006.5;5,739.75;4,152.75;359;1,465.5
Sep 27, 2023;1:00 AM;2:00 AM;4,463.5;1,655.25;2,500;3,116.25;0;116.25;0;10,919.5;5,583.25;3,745.25;64.25;1,456.75
Sep 27, 2023;2:00 AM;3:00 AM;4,392.75;1,632;2,265.5;2,967.75;0;117.75;0;10,625.75;5,514.5;3,791.25;73.5;1,458
Sep 27, 2023;3:00 AM;4:00 AM;4,314.25;1,589.5;2,037.75;2,925.5;0;121.75;0;10,644.75;5,604.5;3,844;39.25;1,457.25
Sep 27, 2023;4:00 AM;5:00 AM;4,271.25;1,624.75;1,721.25;2,567.75;0;128;0;10,919.75;5,743.5;4,145.25;18.25;1,478.25
Sep 27, 2023;5:00 AM;6:00 AM;4,251.25;1,672.5;1,225.5;1,750.25;0;128.25;0;11,093.75;6,799.75;5,057.25;263.25;1,437.25
Sep 27, 2023;6:00 AM;7:00 AM;4,260.75;1,754.25;798.25;1,166.25;2.25;137.5;0;11,359.5;8,582;7,382.5;2,783.5;1,525.5
Sep 27, 2023;7:00 AM;8:00 AM;4,278.75;1,756;593.75;1,132.5;844.5;140;0;11,396.25;8,916;8,114.5;5,902;1,539.25
Sep 27, 2023;8:00 AM;9:00 AM;4,324;1,594.75;289.25;1,126.25;6,456.25;139.75;0;11,403.25;8,817;8,009.75;3,778;1,405.5
Sep 27, 2023;9:00 AM;10:00 AM;4,424.25;1,656;154.25;913;14,766.75;129;0;10,747;8,156.25;6,536.25;847;1,367.75
Sep 27, 2023;10:00 AM;11:00 AM;4,484.25;1,665.25;142.75;800.75;22,567.25;128.25;0;10,277.5;7,490.5;4,778.5;654;1,363
Sep 27, 2023;11:00 AM;12:00 PM;4,523.75;1,649.5;168.25;688.25;28,990.75;118.75;0;9,140;6,683.75;4,498.25;299.75;1,325.75
Sep 27, 2023;12:00 PM;1:00 PM;4,546.5;1,714.25;142.5;962.25;32,306.25;122.25;0;8,962.5;4,740;4,159;46;1,331.25
Sep 27, 2023;1:00 PM;2:00 PM;4,512;1,649.5;147.75;1,386;32,172.75;123.5;0;9,287.75;4,132.75;4,215.25;67;1,323.25
Sep 27, 2023;2:00 PM;3:00 PM;4,450.75;1,687.5;100.5;1,380;29,175.75;123;0;9,669.75;3,884.25;4,234.75;230.75;1,354
Sep 27, 2023;3:00 PM;4:00 PM;4,381.25;1,654.75;58.5;1,121.75;23,838.5;123.25;0;10,746.75;4,809;4,506.25;456;1,339.25
Sep 27, 2023;4:00 PM;5:00 PM;4,341.75;1,593.25;132.75;974.25;16,977.5;134;0;10,938.25;6,737.25;5,953.25;677.75;1,348
Sep 27, 2023;5:00 PM;6:00 PM;4,339;1,662.5;355;1,165.5;8,655.75;138.25;0;11,192.75;8,425.25;7,860.25;2,262.25;1,345
Sep 27, 2023;6:00 PM;7:00 PM;4,369.5;1,646.75;844.75;2,245.5;1,645.75;142;0;11,325;8,841.5;8,865;5,517.5;1,322.75
Sep 27, 2023;7:00 PM;8:00 PM;4,421.75;1,613.75;1,936.25;4,058.75;8;142;0;11,326.25;9,074.75;8,971;5,099.25;1,333
Sep 27, 2023;8:00 PM;9:00 PM;4,481.75;1,616.75;2,808;7,070;0;143;0;11,279.25;8,584;8,116.75;3,761.5;1,386.25
Sep 27, 2023;9:00 PM;10:00 PM;4,554.25;1,626.5;4,082.75;10,394.25;0;136.75;0;11,131.25;6,848;6,265.25;647.75;1,372
Sep 27, 2023;10:00 PM;11:00 PM;4,584;1,631.25;5,089.75;12,280;0;124.5;0;10,883.75;4,782.25;4,397.5;164.5;1,347
Sep 27, 2023;11:00 PM;12:00 AM;4,562.5;1,628.25;5,863.75;13,677;0;116.25;0;9,768.75;3,509.25;3,649;10.25;1,330.5
Sep 28, 2023;12:00 AM;1:00 AM;4,497;1,568.5;6,140.25;14,601.5;0;116;0;8,286.75;2,557.75;3,490;32.75;1,355.5
Sep 28, 2023;1:00 AM;2:00 AM;4,439.25;1,573.25;5,587.75;14,981.25;0;116;0;7,636;2,337;3,437.75;0;1,356.5
Sep 28, 2023;2:00 AM;3:00 AM;4,417.5;1,586.25;5,387;14,326.5;0;116;0;7,634.5;2,233.75;3,408.25;0;1,368.5
Sep 28, 2023;3:00 AM;4:00 AM;4,329.25;1,560.75;5,509.5;13,539.25;0;116;0;7,832.5;2,248.25;3,376.75;2;1,359
Sep 28, 2023;4:00 AM;5:00 AM;4,253;1,528.25;5,850;13,593.25;0;116;0;7,996;2,284.5;3,440;0;1,354
Sep 28, 2023;5:00 AM;6:00 AM;4,231.75;1,557.5;5,966.75;13,425.5;0;116.25;0;9,903.5;2,814.5;3,760.5;7;1,347
Sep 28, 2023;6:00 AM;7:00 AM;4,290.75;1,589.5;6,248.25;13,093.25;2.75;123.25;0;10,594.25;4,082.25;4,379;1,482.25;1,355
Sep 28, 2023;7:00 AM;8:00 AM;4,286.75;1,539;6,265.5;12,014.75;778;128.75;0;10,773.25;4,865;4,435;3,859.25;1,368.25
Sep 28, 2023;8:00 AM;9:00 AM;4,319.5;1,454.75;5,908.75;10,268.25;5,882.5;137.75;0;10,737;4,980.5;4,533;4,068.25;1,380.25
Sep 28, 2023;9:00 AM;10:00 AM;4,389;1,567;5,557.5;7,043.75;13,963.5;129.5;0;10,362;4,538.75;4,459.5;1,597.25;1,354.5
Sep 28, 2023;10:00 AM;11:00 AM;4,462;1,549;5,127.75;5,150;22,279;126.25;0;9,675.5;3,447.5;4,071.5;308.75;1,367.25
Sep 28, 2023;11:00 AM;12:00 PM;4,533.75;1,583.75;4,966.75;4,667.25;27,701.5;126;0;8,643.75;3,001.25;4,138.5;254.25;1,368.75
Sep 28, 2023;12:00 PM;1:00 PM;4,571;1,564.5;4,243.25;4,665.25;30,498.5;126;0;8,103.75;3,022;3,996.75;76.75;1,361.25
Sep 28, 2023;1:00 PM;2:00 PM;4,519.25;1,498;4,084.75;4,451;30,940.5;126;0;8,150.5;3,138.75;3,794.75;41.75;1,357.25
Sep 28, 2023;2:00 PM;3:00 PM;4,474.25;1,522.75;3,933;3,747;28,446.75;126;0;8,246.5;2,888;3,497.5;248.25;1,352.25
Sep 28, 2023;3:00 PM;4:00 PM;4,430;1,519;3,974.5;3,502.25;23,738.75;126;0;9,570;3,610;3,757.5;115.5;1,355
Sep 28, 2023;4:00 PM;5:00 PM;4,377.5;1,502.75;3,391.75;2,619.25;16,637.5;128.25;0;10,492;4,989.25;5,361.25;618;1,359.25
Sep 28, 2023;5:00 PM;6:00 PM;4,358;1,506.75;3,120;1,704.25;7,854;134.75;0;11,037;6,177;6,966.75;2,520.25;1,364
Sep 28, 2023;6:00 PM;7:00 PM;4,394;1,479;2,810.5;1,332;1,401.75;134.75;0;11,160.25;6,562.75;7,857.5;5,062.75;1,447.25
Sep 28, 2023;7:00 PM;8:00 PM;4,460;1,613.75;2,718.5;1,221.25;6;134;0;11,411;6,580.75;8,459;6,258.25;1,549
Sep 28, 2023;8:00 PM;9:00 PM;4,517;1,512.5;3,470.75;1,196.75;0;133.5;0;11,354.25;6,533.5;8,342.75;5,262.75;1,491.5
Sep 28, 2023;9:00 PM;10:00 PM;4,569.5;1,535.75;3,301.75;1,586.5;0;123.5;0;11,240.75;6,095.25;6,843;2,025.5;1,369.5
Sep 28, 2023;10:00 PM;11:00 PM;4,593.5;1,478.5;3,042.5;2,246;0;129;0;11,235;5,471.75;5,666.75;515.25;1,384.75
Sep 28, 2023;11:00 PM;12:00 AM;4,588.5;1,514;2,709;3,302.25;0;123.75;0;11,195;4,200;4,617.25;402.5;1,369.25
Sep 29, 2023;12:00 AM;1:00 AM;4,537;1,538;2,735.75;4,282.25;0;123;0;11,152.25;3,614.25;4,233.5;194.5;1,407.5
Sep 29, 2023;1:00 AM;2:00 AM;4,470.5;1,503.25;2,945.25;5,272.25;0;120.25;0;10,963.25;3,070;4,077.75;70;1,423.75
Sep 29, 2023;2:00 AM;3:00 AM;4,401.75;1,527.25;2,821.5;6,435.5;0;120;0;10,770.25;2,437.75;4,089.5;69.75;1,443.25
Sep 29, 2023;3:00 AM;4:00 AM;4,328.75;1,531.5;2,780;7,063.5;0;120;0;10,927.5;2,111.5;4,116.5;160.5;1,469
Sep 29, 2023;4:00 AM;5:00 AM;4,287.5;1,485.5;3,023.75;7,357.5;0;123;0;11,041;2,368.75;4,199.5;84;1,478
Sep 29, 2023;5:00 AM;6:00 AM;4,258;1,567.75;3,358;7,768.75;0;123.25;0;11,285.75;2,902.25;4,590.25;362.25;1,480
Sep 29, 2023;6:00 AM;7:00 AM;4,266;1,653.25;3,527.5;8,960.25;1.5;133;0;11,300.75;3,486;5,195.25;2,612;1,491.75
Sep 29, 2023;7:00 AM;8:00 AM;4,310.75;1,624.25;4,076.75;10,411;638.25;136.5;0;11,352.25;3,669;5,512;4,219.75;1,501
Sep 29, 2023;8:00 AM;9:00 AM;4,361.25;1,567.5;4,091.5;11,100;4,840.75;129.25;0;11,314.5;3,657;5,450.25;2,542.75;1,479.5
Sep 29, 2023;9:00 AM;10:00 AM;4,436.5;1,557.75;4,460;10,225.25;10,508.75;129;0;11,126;3,315.5;5,343.75;1,006.25;1,466.5
Sep 29, 2023;10:00 AM;11:00 AM;4,496.75;1,533;4,004;8,960.25;16,120.25;129;0;10,352.75;2,604.5;4,660;334;1,460.75
Sep 29, 2023;11:00 AM;12:00 PM;4,551.25;1,548.25;3,586.5;8,980.75;19,993.75;129;0;8,876;2,296.25;4,350.5;356.5;1,450
Sep 29, 2023;12:00 PM;1:00 PM;4,562.75;1,545.5;3,298;9,858.25;21,561.75;125;0;8,802;2,182.25;4,000.25;240.5;1,439.25
Sep 29, 2023;1:00 PM;2:00 PM;4,518;1,582.75;2,882;11,439.75;21,958.25;124;0;8,455.25;2,118.25;3,681.75;229.75;1,445.5
Sep 29, 2023;2:00 PM;3:00 PM;4,450;1,641;3,007.5;13,074.5;20,219.25;124;0;8,434.5;2,144;3,496.5;15.5;1,447
