Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
09.06.2015;19:00;20:00;3.750,5;1.962;399;3.817;2.147,75;108;9.180,75;14.371;12.172,5;1.591;955;9.203,25
09.06.2015;20:00;21:00;3.767,25;1.972;435,25;3.623,25;673,5;109;9.182,75;14.319,25;12.144,5;1.377,25;900,75;9.243,5
09.06.2015;21:00;22:00;3.756,25;1.961,75;528;3.482;59,75;114,25;9.183,25;14.356;12.028,5;1.057;482;9.190
09.06.2015;22:00;23:00;3.743,75;1.951,5;521,5;3.830;0;115;9.181,5;14.291,5;11.670,25;1.012;1.191,5;8.529
09.06.2015;23:00;00:00;3.743,75;1.981,25;464,75;4.044,25;0;115;9.187;14.283,75;10.225;1.006;1.174,5;7.773,75
10.06.2015;00:00;01:00;3.732,75;1.940;450;3.902,25;0;115;9.105,25;14.286;7.752;1.007;1.182,25;6.846
10.06.2015;01:00;02:00;3.730,25;1.937,75;396,5;3.836;0;115;8.982,75;14.469,25;6.713,75;1.001,75;781,5;5.628,25
10.06.2015;02:00;03:00;3.717,5;1.943,5;456,5;3.660,25;0;115;8.938,25;14.580,75;6.237;991;513,5;5.221
10.06.2015;03:00;04:00;3.717;1.938,25;458,75;3.479,5;0;115;8.968,5;14.584,5;5.901;1.003,25;654;4.968,25
10.06.2015;04:00;05:00;3.726,25;1.929,5;483,25;3.304,25;2,25;115;9.015,25;14.441,5;6.491;1.001,75;698,25;5.737,25
10.06.2015;05:00;06:00;3.764;1.927,25;371,75;3.278;258,25;114;8.998,25;14.307;8.428,75;1.017,75;246,25;6.413,25
10.06.2015;06:00;07:00;3.789,25;1.982;335,25;2.985,5;1.541,25;114;9.129,25;14.341,75;11.074;1.053,25;884,25;7.906,75
10.06.2015;07:00;08:00;3.803,5;1.999,5;332,25;2.089,5;3.986,75;113,25;9.179,75;14.442,5;11.809;1.161,75;2.284;8.902,25
10.06.2015;08:00;09:00;3.782,25;2.010,75;311,75;1.780,5;7.346,75;119,25;9.185,25;14.489;11.858,25;1.355,25;2.739;8.765
10.06.2015;09:00;10:00;3.740,5;2.018;361,25;1.935;10.830,25;124,75;9.173;14.623,25;11.679,5;1.425;1.490,75;8.706,5
10.06.2015;10:00;11:00;3.690;2.029,75;368,75;2.181,75;13.806,25;127,5;9.166;14.718,25;11.571,5;1.430,5;1.397;8.705,25
10.06.2015;11:00;12:00;3.676,5;2.047;366,25;2.464,5;15.365,75;127,75;9.156,25;14.668;11.735;1.426,75;1.773,25;8.657,25
10.06.2015;12:00;13:00;3.679,5;2.048,25;353,25;2.605;15.810;124,25;9.138,5;14.606,75;11.735;1.416;2.199,75;8.633,25
10.06.2015;13:00;14:00;3.705;2.057;339,75;2.613,75;15.604;123,5;9.130;14.659,75;11.771,25;1.418,25;1.439;8.341,25
10.06.2015;14:00;15:00;3.736,75;2.059,75;337,25;2.548,5;15.049;123,25;9.118,25;14.627,25;11.775,75;1.392,5;870,25;8.482,5
10.06.2015;15:00;16:00;3.747,75;2.075;322,75;2.772,75;13.718;123,75;9.109;14.669;11.813,75;1.379,75;662;8.494,75
10.06.2015;16:00;17:00;3.768;2.114,25;320,5;3.044;11.602,25;124;9.099,5;14.650,25;11.545,25;1.368,25;719;8.663,25
10.06.2015;17:00;18:00;3.768;2.115;395;3.205,25;8.804,75;124;9.056;14.698,5;11.456,75;1.371,25;1.229;8.963,75
10.06.2015;18:00;19:00;3.761,75;2.104,75;459,25;3.481,5;5.750,5;124,25;9.042;14.739,5;12.122,5;1.200;1.095,25;9.013
10.06.2015;19:00;20:00;3.783,25;2.107;529,5;3.609,5;2.919,75;124,25;9.039,75;14.753,25;12.282,25;1.173;1.257,5;8.749,5
10.06.2015;20:00;21:00;3.789,5;2.087,25;528;3.292,5;922,75;119;9.036,25;14.727,75;12.358,5;1.060;1.293,75;8.881,75
10.06.2015;21:00;22:00;3.781,75;2.093;535,25;3.608;80,5;114,25;9.036,25;14.688;12.323,5;1.016,75;990,5;8.819
10.06.2015;22:00;23:00;3.779,75;2.089,25;551,5;4.192,75;0;114,25;9.035,25;14.363;12.032,5;988;1.338,5;8.334,5
10.06.2015;23:00;00:00;3.783,75;2.075,75;509,75;4.454;0;114,5;9.041,5;14.083;10.841,25;985,75;1.542,75;6.650
11.06.2015;00:00;01:00;3.784;2.084,5;408,75;4.373,25;0;114;9.052,75;14.039;8.387,5;969,25;1.329;5.859
11.06.2015;01:00;02:00;3.798,5;2.074;355,5;3.954,25;0;114,25;9.063;14.037;6.778,5;974,5;749;5.562,5
11.06.2015;02:00;03:00;3.788,25;2.091,75;325,5;3.595,25;0;114,25;9.065;14.033,25;6.644,75;969,25;498;5.724
11.06.2015;03:00;04:00;3.768,5;2.024,5;268,5;3.444,75;0;114,75;9.070,5;14.021;6.348,25;980;393;5.734,75
11.06.2015;04:00;05:00;3.765,25;2.058,5;201,75;3.189,75;2,25;114,75;9.068,75;13.906,75;6.688,5;984,5;316,5;5.914,5
11.06.2015;05:00;06:00;3.787,5;2.068,75;127,25;2.996,75;266,25;114,5;9.063,25;13.807;8.327,5;1.016,75;930,75;6.027,75
11.06.2015;06:00;07:00;3.839,5;2.087,25;107,25;2.517,25;1.657,5;116,25;9.069,75;13.797,75;11.205;1.077,25;601,75;7.160,5
11.06.2015;07:00;08:00;3.859,25;2.118,25;127;1.564,25;4.489;117;9.073;13.766;12.396,25;1.209,75;1.467,5;8.329,75
11.06.2015;08:00;09:00;3.852,75;2.115;92;1.041,75;8.456,5;120;9.057,25;13.785,75;12.584,25;1.270,25;1.607,5;8.768,75
11.06.2015;09:00;10:00;3.831,5;2.131,25;85,25;1.032,5;12.969;121,5;9.049;13.795;12.465;1.286,75;1.011;8.454,25
11.06.2015;10:00;11:00;3.804,75;2.135,5;76,75;1.258,5;16.105,75;123,75;9.023,25;13.797,75;12.336;1.429;1.176,75;8.644
11.06.2015;11:00;12:00;3.809,25;2.135,25;90,75;1.423,75;17.727,75;122,75;9.015,75;13.760;12.184,5;1.483,75;1.591,75;8.803,75
11.06.2015;12:00;13:00;3.802,5;2.136,25;103,25;1.387;18.591;123,25;9.005;13.758,75;11.844,75;1.480;1.527;8.769
11.06.2015;13:00;14:00;3.808,75;2.026,75;102,5;1.377,25;18.931,75;123;8.992,75;13.769,25;11.643;1.480;1.635,25;8.657
11.06.2015;14:00;15:00;3.796,5;2.036;141,5;1.363;18.395,25;122,5;8.985,5;13.481;11.786,75;1.414,25;1.761,25;8.664,5
11.06.2015;15:00;16:00;3.785;2.095,25;172;1.392,75;16.935;121,75;9.010,5;13.337;11.988,5;1.270,75;1.242,5;8.750,25
11.06.2015;16:00;17:00;3.817;2.135,75;230,75;1.522;14.527,75;121,75;9.031,75;13.345;12.323;1.190,75;2.081,5;8.759,25
11.06.2015;17:00;18:00;3.818,75;2.101,5;205,25;1.677,75;11.207,5;121;9.023;13.342,75;12.488,5;1.156;2.045,5;8.781,75
11.06.2015;18:00;19:00;3.852;2.124,25;188;1.825;7.277,25;117;9.022;13.484,75;13.003,75;1.154,25;2.319,25;8.745,75
11.06.2015;19:00;20:00;3.888,75;2.122;161,75;2.019,25;3.563,75;117;9.029,25;13.662,5;13.186,75;1.160,25;2.969,5;8.966,75
11.06.2015;20:00;21:00;3.893,5;2.156,25;179,75;2.211,75;1.116,5;117;9.033,5;13.701,25;13.291;1.121,5;1.085;8.744
11.06.2015;21:00;22:00;3.876,25;2.136,25;214,25;2.863,25;98;116,25;9.038,25;13.656;13.356,25;1.089,75;631;8.354,5
11.06.2015;22:00;23:00;3.863,5;2.114,25;305,5;3.461;0;115;9.040;13.593;13.203;1.053,5;1.343,75;7.760,25
11.06.2015;23:00;00:00;3.847;2.119,25;439,5;3.598,5;0;115;9.048,5;13.635,75;11.759,5;998,75;1.770,25;6.911,75
12.06.2015;00:00;01:00;3.826;2.099,5;489,75;3.554,25;0;114,75;9.005,5;13.654,5;10.511,5;1.012,25;1.350,25;6.491,5
12.06.2015;01:00;02:00;3.806,75;2.055,5;514,25;3.486,5;0;114;9.003,25;13.700,25;9.443,5;1.010;779;5.837,75
12.06.2015;02:00;03:00;3.797,5;2.018,75;478;3.380,75;0;114;9.006,25;13.705;8.791,75;1.000,5;717,25;6.202
12.06.2015;03:00;04:00;3.786;2.031,25;444,5;3.335;0;114;9.017;13.676,5;8.475;1.004,75;579;5.573
12.06.2015;04:00;05:00;3.807,75;2.015,5;366,75;3.365,5;1,5;114;9.019;13.682;8.547,5;1.004,75;733,5;5.540,25
12.06.2015;05:00;06:00;3.857;2.028,75;334,75;3.414,25;287;113;9.031;13.683,25;9.686,75;1.024;247,5;6.129
12.06.2015;06:00;07:00;3.887,5;2.080;342,25;3.108,25;1.820,5;117,5;9.086;13.668,5;11.880,75;1.114;450,25;7.115
12.06.2015;07:00;08:00;3.855;2.088,5;317;2.179,5;5.134,75;123,5;9.084,5;13.715,75;13.372,5;1.238,25;1.272,5;8.156,75
12.06.2015;08:00;09:00;3.840,25;2.108,5;285,25;1.042,5;10.040,5;125,25;9.079;13.728,75;13.416,5;1.268,5;1.350;8.789,75
12.06.2015;09:00;10:00;3.848,5;2.111;202;757,25;15.246,75;122,5;9.036,5;13.695,75;13.075,75;1.348,25;996,5;8.663,25
12.06.2015;10:00;11:00;3.848,5;2.121,25;139,75;669,75;19.262,5;124,5;9.001,5;13.683,75;12.965;1.399,25;931,25;8.477,25
12.06.2015;11:00;12:00;3.858,25;2.126,25;90,75;591,75;21.941,75;126;8.985,75;13.644;11.955,75;1.651,25;1.198;8.492
12.06.2015;12:00;13:00;3.849,5;2.106,75;86,25;519,75;23.473;125;8.958;13.608,5;11.899,5;1.427,25;1.199;8.080,75
12.06.2015;13:00;14:00;3.853;2.046,25;104;553;23.440,5;123,75;8.948,25;13.603,5;11.694;1.371,25;1.197,5;7.641
12.06.2015;14:00;15:00;3.859,75;2.037,75;138,5;636,5;22.237;121,75;8.938,5;13.594;11.452;1.232,25;2.063,5;7.574
12.06.2015;15:00;16:00;3.844,75;2.050,25;172,75;729,75;19.743,25;118;8.928,75;13.565,75;11.619,25;1.183;1.906,75;7.729,75
12.06.2015;16:00;17:00;3.820,5;2.060;257,25;892,5;15.705,25;117;8.914;13.563,25;11.834;1.154,25;2.198,5;8.003,5
12.06.2015;17:00;18:00;3.824,25;2.069;312,5;1.234,25;11.121,75;117;8.911,5;13.584,25;12.072,75;1.161;2.967,25;8.085,75
12.06.2015;18:00;19:00;3.817,5;2.061;399;1.484;6.482,5;114,5;8.908;13.612;11.983,75;1.159,75;1.647,25;7.929
12.06.2015;19:00;20:00;3.831,5;2.059,75;473;1.547;2.946,25;111,5;8.899,75;13.607;12.104,25;1.141,75;2.098,5;8.042
12.06.2015;20:00;21:00;3.862,75;2.045,75;585;1.892,25;858,75;109,75;8.903;13.623,25;12.230;1.109;1.267,75;7.482,5
12.06.2015;21:00;22:00;3.885,75;2.026;680,5;2.163,75;71,25;109;8.901,75;13.639;11.929;1.082,25;721,75;7.500,75
12.06.2015;22:00;23:00;3.885;2.088,75;744,5;2.973,75;0;110,25;8.916,5;13.623,25;11.446,75;1.073;919,75;6.849,75
12.06.2015;23:00;00:00;3.855,25;2.101,25;824,75;3.482,25;0;112,5;8.918,75;13.578,5;10.345,75;1.028,75;2.178,25;6.096,75
13.06.2015;00:00;01:00;3.858;2.073,25;837,5;3.514,5;0;109,25;8.768,75;12.950,75;6.859,25;929;1.761,75;5.233,25
13.06.2015;01:00;02:00;3.852,25;2.037;814,75;3.522,5;0;107;8.657,75;12.790,75;4.876;915;1.506,25;4.706,75
13.06.2015;02:00;03:00;3.841,25;2.028,25;831;3.640,5;0;107;8.656,25;12.786,5;4.326,5;916;604,5;4.557,25
13.06.2015;03:00;04:00;3.832,5;2.101,25;723,75;3.545,75;0;107;8.668;12.653,5;3.735,5;916,25;519,75;4.425,25
13.06.2015;04:00;05:00;3.807,75;2.098,25;539,5;3.541,75;2,75;107;8.657,25;12.651;3.538;916,25;469,25;4.553,5
13.06.2015;05:00;06:00;3.778,5;2.081,25;419,25;3.579,25;297;107;8.556,25;12.757,75;3.542,5;914,5;327,25;3.907,25
13.06.2015;06:00;07:00;3.790,25;2.100,25;325,5;3.237,25;1.844,5;106,75;8.648,5;12.881,25;3.561,25;912;283,5;4.298,25
13.06.2015;07:00;08:00;3.791,5;2.109,5;340,75;2.678,25;4.512;106;8.726,75;12.861,25;3.758,75;912;552;4.499,25
13.06.2015;08:00;09:00;3.828,5;2.129;414,5;2.309,25;7.363;106;8.732,5;12.878,75;3.929;911,75;1.343;4.529
13.06.2015;09:00;10:00;3.848,5;2.121,25;490,5;2.053,25;10.294,25;105;8.724,75;12.924;3.933,5;974,75;978,75;4.392
13.06.2015;10:00;11:00;3.863,25;2.125;554,25;2.031,25;12.925,25;105;8.551,5;12.878,5;3.954;986,75;710,75;4.713,5
13.06.2015;11:00;12:00;3.859;2.124,25;764,25;2.724,75;14.325,5;105;8.435,25;13.249;4.020;1.005,25;817,5;4.546,75
13.06.2015;12:00;13:00;3.826,5;2.130,75;924,5;3.726,75;15.030,25;105;8.581,5;13.226,5;3.723;1.004,25;655,75;4.351,5
13.06.2015;13:00;14:00;3.793,75;2.097,75;1.003,75;4.849,25;14.809;105;8.600;13.030,25;3.397,75;994,25;576,5;4.267
13.06.2015;14:00;15:00;3.799,75;2.082,5;1.173;6.153,75;14.611,75;105;8.409,5;12.972,75;3.071,5;990,75;429,5;4.244,25
13.06.2015;15:00;16:00;3.799,75;2.070,5;1.281;6.671,25;14.248,75;105;8.374,5;13.012;2.844;989,75;729;3.970,5
13.06.2015;16:00;17:00;3.758,5;2.053;1.427,25;7.424;12.641,5;105;8.392,5;12.902,25;2.687,25;956,5;393;4.018
13.06.2015;17:00;18:00;3.751,25;2.056,5;1.616,75;7.645,5;9.834;105;8.616,25;12.989;2.893,5;958,5;495,5;4.176,5
13.06.2015;18:00;19:00;3.843,5;2.073,75;1.620,5;8.244;6.329,25;105;8.661;13.215;3.153,75;961,25;922,25;4.315
13.06.2015;19:00;20:00;3.834;2.070,75;1.438,5;7.956;3.203,5;105;8.604,25;13.225,5;3.073;963,25;771,75;4.144,25
13.06.2015;20:00;21:00;3.828,25;2.084,75;1.430,75;6.733,5;996,5;105;8.648,25;13.224,5;2.819,75;962,75;949,5;4.551,5
13.06.2015;21:00;22:00;3.854,75;2.086,5;1.543,25;6.420,75;75,25;106;8.662;13.212,5;3.088,75;942,75;1.407;4.779,25
13.06.2015;22:00;23:00;3.874;2.087;1.558,5;5.986,25;0;106;8.686,5;13.238,5;3.468;939,25;2.534,25;4.790,75
13.06.2015;23:00;00:00;3.855,75;2.081,5;1.066,25;6.154,25;0;106;8.679,25;13.213,75;3.402,25;940,75;3.149;4.788,75
14.06.2015;00:00;01:00;3.853,5;2.060,5;1.097,75;6.509,75;0;106,25;8.641,5;12.935,25;2.846,25;950,75;1.780,5;4.546
14.06.2015;01:00;02:00;3.836,5;2.078;885,75;6.519,25;0;107;8.647,75;12.123,75;2.483,25;953,25;725,75;4.450,75
14.06.2015;02:00;03:00;3.798,75;2.067;815,75;6.248,25;0;107;8.649,25;11.247,25;2.501,25;948,5;397,5;4.226,75
14.06.2015;03:00;04:00;3.789,25;2.056,5;732;6.282,5;0;107;8.627;10.941;2.519;1.009,5;598,5;3.853,25
14.06.2015;04:00;05:00;3.780;2.047,25;637,5;5.980,5;2,25;107;8.614;10.654,5;2.314,25;1.183;267,5;4.146,25
14.06.2015;05:00;06:00;3.793;2.053;590,5;5.765;284,5;107;8.520,75;9.848,5;2.265,25;1.177,5;368,75;4.410
14.06.2015;06:00;07:00;3.852;2.067,75;572,25;4.955,75;1.712;107;8.472,75;9.762,75;2.238;1.176,75;243;4.173
14.06.2015;07:00;08:00;3.876,5;2.077,25;519,75;4.124;4.563;107;8.539;10.409,75;2.219,5;1.190,75;1.001;4.479,75
14.06.2015;08:00;09:00;3.891,5;2.045;494,5;3.827,5;8.414,25;106,75;8.494,25;11.434;2.224,5;1.272,75;345,25;4.594,5
14.06.2015;09:00;10:00;3.892,5;2.021;372,5;4.044,25;12.465,25;106;8.456,25;11.545,75;2.209,5;1.285,5;400,25;4.546
14.06.2015;10:00;11:00;3.910,5;2.053,75;254;3.765,5;15.720,25;105,5;8.400,75;11.062;2.240,5;1.014,25;279,5;4.758,75
14.06.2015;11:00;12:00;3.905;2.069;241,25;3.380,5;18.013,5;105,5;8.373,75;10.761;2.522,5;907,5;876,5;4.674,5
14.06.2015;12:00;13:00;3.877,75;2.048,75;177,75;2.929,75;19.165;105;8.305,75;11.045,75;2.479,75;904,75;880,75;4.581
14.06.2015;13:00;14:00;3.867,5;2.129,25;221,5;2.533;19.296,75;105;8.179;11.321,75;2.235;905;1.771;4.533
14.06.2015;14:00;15:00;3.871,5;2.179,25;253,5;2.296,5;17.885,5;105;8.142,5;11.445,5;2.196,25;905;1.985,5;4.732,5
14.06.2015;15:00;16:00;3.840,5;2.147,75;325,5;2.356,25;15.471,25;105;8.150,5;11.492;2.188,5;903,5;1.396;4.270
14.06.2015;16:00;17:00;3.848;2.156,75;447,25;2.523,75;13.023,75;105;8.203,5;11.662,75;2.168,5;904,25;1.287,5;4.468
14.06.2015;17:00;18:00;3.865,75;2.168,5;617,25;2.751,25;9.733;105;8.408,5;12.857;2.181,25;930,25;1.086,25;4.492,75
14.06.2015;18:00;19:00;3.883,75;2.175,25;729;3.347;6.258,75;105;8.625,5;13.305,5;2.500,5;942;1.138,5;4.454,25
14.06.2015;19:00;20:00;3.915,75;2.190,75;770,25;4.083,5;3.119;105;8.658,5;13.410;2.976;942,5;1.161,5;4.517,5
14.06.2015;20:00;21:00;3.933;2.176,75;919;4.440,75;946,5;105,5;8.660,25;13.419,75;3.244;954,25;1.149,5;4.467,25
14.06.2015;21:00;22:00;3.917,25;2.161,75;949,75;4.772,25;72,75;106;8.655;13.385,75;3.664,75;945,25;896,25;4.480
14.06.2015;22:00;23:00;3.891;2.156,75;899,75;4.933;0;106;8.645,25;13.556,75;3.727;940,75;2.028,75;4.719,75
14.06.2015;23:00;00:00;3.867,25;2.139,75;950,25;4.913,5;0;106;8.629,75;13.476,5;3.513,5;915,5;2.189;4.645,75
15.06.2015;00:00;01:00;3.854,25;2.108;981;4.869,5;0;106,75;8.648,5;13.304,75;2.469,75;936;1.824,25;4.283,75
15.06.2015;01:00;02:00;3.845;2.063,5;909,25;4.845,5;0;107;8.641,25;13.142,5;2.276,5;949,75;597;3.654,25
15.06.2015;02:00;03:00;3.849,5;2.062;848,5;4.877,75;0;107;8.632,75;13.126,25;2.294,25;954;332;4.036,75
15.06.2015;03:00;04:00;3.831;2.071,75;909,25;4.634,75;0;107;8.598,5;13.160;2.369,75;953,25;489,5;4.303
15.06.2015;04:00;05:00;3.806,25;2.087,25;967,25;4.291;2,25;107;8.619,5;13.164;3.398,25;963,75;278,25;4.385
15.06.2015;05:00;06:00;3.806,5;2.085;1.103,5;3.970,75;236;107;8.624;13.409,75;4.451;983,75;188;4.620,75
15.06.2015;06:00;07:00;3.841,5;2.110;1.189,25;3.455,5;1.346,25;113,5;8.721,25;13.505;7.257,75;1.105,75;640,5;5.814,75
15.06.2015;07:00;08:00;3.872,75;2.115;1.066,5;3.259,75;3.255;116;8.774;13.691,75;9.544,25;1.177,75;1.544;6.881
15.06.2015;08:00;09:00;3.871,25;2.146,5;931,75;3.194,5;5.804;118;8.809,5;13.795,25;10.967,75;1.276,5;1.321,75;7.498,25
15.06.2015;09:00;10:00;3.884,5;2.150,5;880,75;2.949;8.423,25;120,5;8.809,5;13.790;11.625,25;1.304,5;1.357,75;7.752
15.06.2015;10:00;11:00;3.887,75;2.157,5;681,75;2.795,75;11.206,5;119,25;8.815,25;13.719,75;11.874,25;1.382,25;1.456;7.662,75
15.06.2015;11:00;12:00;3.857,5;2.164,25;556;2.940,75;13.554;120;8.815;13.594,5;12.112,75;1.380,75;1.349,25;7.288,25
15.06.2015;12:00;13:00;3.827,75;2.165,5;557,75;3.312,5;15.017,75;121;8.812;13.436,75;11.992,5;1.375,5;1.066,75;7.225,75
15.06.2015;13:00;14:00;3.827,5;2.164,75;513,5;3.652,5;15.289,75;122,75;8.808,5;13.315,25;12.110,25;1.363,5;1.527,75;7.513,5
15.06.2015;14:00;15:00;3.819,25;2.157,25;539,75;4.067,5;14.795,5;119,5;8.806,75;13.311;12.092,75;1.326,75;1.858,5;7.341,5
15.06.2015;15:00;16:00;3.809,75;2.157,5;629,25;4.403;13.661,25;118;8.790;13.370,75;11.827,5;1.295,75;1.561,5;7.396,25
15.06.2015;16:00;17:00;3.816,5;2.159;669,75;4.492;11.687;117;8.785,25;13.411,5;11.889,5;1.275,75;1.490;7.293,75
15.06.2015;17:00;18:00;3.833;2.166;889,25;4.761,25;8.949,25;115,25;8.784,25;13.569,75;11.990,25;1.256,5;1.177,75;7.631,25
15.06.2015;18:00;19:00;3.861,25;2.172,75;913,75;5.062,5;5.739,75;112,5;8.784,75;13.740;12.086,25;1.238;1.458,5;7.726,75
15.06.2015;19:00;20:00;3.878,75;2.177,5;844;4.909,25;2.986,25;110;8.777,25;13.816,75;12.271,5;1.237;1.354,5;7.632,5
15.06.2015;20:00;21:00;3.887,25;2.171;791,5;4.364,75;1.041,25;109,5;8.776;13.623;12.397;1.083,5;821;7.589,5
15.06.2015;21:00;22:00;3.862,5;2.165,5;732,5;3.959;100,75;109;8.775,75;13.862,75;12.309,75;1.049,5;1.132,25;7.143,75
15.06.2015;22:00;23:00;3.855,25;2.166,75;755,5;4.102,75;0;109;8.774,75;13.898,25;12.038,75;1.006,75;1.966,25;6.500
15.06.2015;23:00;00:00;3.841,5;2.152;634;3.920,25;0;109;8.759,5;13.890;10.432,5;1.002,5;1.797;5.631,25
16.06.2015;00:00;01:00;3.847,75;2.145,25;693;3.445,5;0;109;8.720;13.873,75;7.819;983,5;1.304,5;4.780,5
16.06.2015;01:00;02:00;3.807,75;2.117,75;699,75;2.959,25;0;109,5;8.718,75;13.838,75;6.891,75;988;725,25;4.107,25
16.06.2015;02:00;03:00;3.773,25;2.134,25;694;2.541;0;110;8.723,5;13.846,25;6.590,25;950,5;372;4.310
16.06.2015;03:00;04:00;3.776,25;2.107,25;712;2.375,75;0;110;8.737,5;13.831;6.438,5;955,25;297,25;4.157
16.06.2015;04:00;05:00;3.785,75;2.167,5;671,75;2.340;2,25;110;8.737,5;13.818,5;6.344,5;957;279,25;4.518
16.06.2015;05:00;06:00;3.806,5;2.138,25;662;2.095,25;269,75;109,5;8.738,75;13.862,25;7.872,75;982,5;378,75;4.623,25
16.06.2015;06:00;07:00;3.854,75;2.133,75;696,25;1.677;1.699,75;112,5;8.950,25;13.898;11.035,25;1.011;815,25;6.846,75
16.06.2015;07:00;08:00;3.876,25;2.203,25;869;1.179,75;4.423,75;116;8.974;14.001;12.444;1.133;1.452,75;7.883,25
16.06.2015;08:00;09:00;3.884,75;2.208;1.024,25;1.297;7.832,75;119,5;8.968,75;14.018;12.606,5;1.255,5;1.086,25;8.246,75
16.06.2015;09:00;10:00;3.858,5;2.185,75;974,5;1.805,25;11.370,5;123,25;8.954,25;14.003,25;12.662,5;1.307,5;616,5;8.062,75
16.06.2015;10:00;11:00;3.818;2.194,5;917,25;2.531,5;13.952,5;125,25;8.949,75;13.859,25;12.616;1.274,5;481,75;8.071
16.06.2015;11:00;12:00;3.825,25;2.228,25;945,75;3.040;14.724,25;126;8.948,25;13.724,25;12.436;1.285;1.655;8.341,25
16.06.2015;12:00;13:00;3.822,75;2.223;916,75;3.598,75;14.506,25;126;8.946;13.636;12.347,75;1.286,25;1.462,75;8.143,25
16.06.2015;13:00;14:00;3.828,5;2.192;665,25;3.981,75;14.000,75;124;8.941,75;13.628,25;12.355;1.247,25;1.295,75;7.841,5
16.06.2015;14:00;15:00;3.839,5;2.196,25;480,75;4.332,75;13.426,5;120;8.941,5;13.562,25;12.311,25;1.239,5;588,75;7.647
16.06.2015;15:00;16:00;3.848,5;2.199,25;410,25;4.696,75;12.591,5;119;8.941,75;13.586,75;12.200,75;1.235;991,75;7.505,25
16.06.2015;16:00;17:00;3.834,25;2.203,25;407,25;5.006,25;10.752;115,75;8.931,75;13.545,25;12.283,75;1.213,25;1.239;7.430
16.06.2015;17:00;18:00;3.852,25;2.207,5;339,5;5.031,25;8.311,25;114,75;8.916,25;13.584,25;12.569,25;1.209,5;1.531,5;7.744,75
16.06.2015;18:00;19:00;3.878,5;2.191,5;298,75;4.981,5;5.698,25;115;8.904,5;13.601,5;12.910,25;1.211,25;997,25;7.786,75
16.06.2015;19:00;20:00;3.877;2.199;184,5;4.862;3.186,5;115;8.927,25;13.620,25;12.954,5;1.103,25;1.204,5;7.789,75
16.06.2015;20:00;21:00;3.866,25;2.188;152,5;3.931;1.066,75;113,25;8.930;13.654,75;13.246,75;1.029;1.039,75;7.665,5
16.06.2015;21:00;22:00;3.844;2.177;153,25;3.116,25;104,25;113,5;8.930,75;13.693,75;12.914,25;968,25;1.007;7.678,75
16.06.2015;22:00;23:00;3.833,25;2.116,75;154,75;3.061,75;0;114;8.916,25;13.620,75;12.489,5;977,75;904,75;7.427,25
16.06.2015;23:00;00:00;3.814,75;2.087,75;225;3.201,75;0;114;8.915;13.614,75;11.273,25;974;1.541,75;6.000,75
17.06.2015;00:00;01:00;3.802,75;2.089;228,5;3.316,5;0;114;8.919;13.575,75;8.258,5;1.006,25;1.854;4.851,5
17.06.2015;01:00;02:00;3.808,5;2.088,75;255,25;3.293;0;114,5;8.924,75;13.495;6.411,5;1.007,75;1.370,75;4.272,5
17.06.2015;02:00;03:00;3.805;2.091;315,25;3.197;0;114,75;8.930,75;13.342,5;6.220,75;1.007,25;439,25;4.278,5
17.06.2015;03:00;04:00;3.801,25;2.082,25;553,5;2.951,25;0;114,75;8.950,75;13.077,25;6.184,25;1.012,5;520,75;4.030,25
17.06.2015;04:00;05:00;3.793;2.071,5;774,75;2.735,25;2,5;114;8.956,25;13.091;5.739;1.024,25;668,75;4.060
17.06.2015;05:00;06:00;3.819;2.067,25;1.022;2.600,5;315;114;8.960,25;13.334,25;6.762,25;1.039,5;766,75;4.748,75
17.06.2015;06:00;07:00;3.841,75;2.116,25;1.216;2.359,75;1.917,75;122,25;8.983;13.374,5;10.027,25;1.165;389;5.797,75
17.06.2015;07:00;08:00;3.866,25;2.186,5;1.354,75;1.685,5;5.402,75;124;8.986,25;13.458,25;11.565,5;1.266,25;370,75;6.603
17.06.2015;08:00;09:00;3.853;2.210,75;1.499;1.635;10.111,75;125,25;8.978,75;13.276,75;12.100,5;1.427;779,75;7.052,75
17.06.2015;09:00;10:00;3.824;2.218,25;1.602,75;2.262,25;14.671,5;126,25;8.966,25;13.049,75;11.604;1.423;666,25;6.332
17.06.2015;10:00;11:00;3.816,5;2.212,75;1.686,75;2.438,25;18.500;128;8.951,25;13.138,75;10.879,5;1.298;886,25;6.656,75
17.06.2015;11:00;12:00;3.805,25;2.294;1.768;2.690,25;20.888;126,75;8.940,25;13.419,5;10.574,5;1.309,75;634,75;6.279
