Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
01.01.2015;00:00;01:00;4.024,25;1.158,25;516,5;8.128;0;133;10.710,5;15.687,25;3.219,75;1.226,25;1.525,75;4.909,25
01.01.2015;01:00;02:00;3.982,75;1.188;516,25;8.297,5;0;122,5;11.086,25;15.321,75;2.351,25;870,75;1.079,25;4.932,75
01.01.2015;02:00;03:00;4.019,5;1.139,25;514;8.540;0;93;11.026,25;14.817,5;2.227;809,5;787;5.041,75
01.01.2015;03:00;04:00;4.040,75;1.122,5;517,75;8.552;0;86,5;11.027,75;14.075;2.339,75;821;287,75;5.084
01.01.2015;04:00;05:00;4.037,75;1.112;519,75;8.643,5;0;86,5;10.962,25;14.115;2.461,5;831,25;346,75;5.070,75
01.01.2015;05:00;06:00;4.028,25;1.107,75;520;8.711,75;0;86,75;10.696;13.474,25;2.217,75;851;765,5;5.096,75
01.01.2015;06:00;07:00;4.013,25;1.111,75;521,5;9.167,25;0;87;10.299,5;12.403,75;2.373,25;868,25;414,5;5.153
01.01.2015;07:00;08:00;4.012,75;1.113,75;520,25;9.811;0;87;10.035,25;12.062,5;2.491;876;582,5;5.161
01.01.2015;08:00;09:00;3.999,75;1.107,5;525,25;9.683;53;87;10.245,75;12.405;2.530,25;888,25;750,5;5.393,5
01.01.2015;09:00;10:00;4.016,25;1.121;527;9.501,75;773,25;85,75;10.060,25;12.798,75;2.386,25;891,5;387;5.884
01.01.2015;10:00;11:00;4.007,75;1.122;525;10.025;2.116,75;82;10.082,25;12.728,5;2.557;888,25;176,25;6.064
01.01.2015;11:00;12:00;4.011,75;1.146,25;527,25;10.862,5;3.364,25;82;9.949;12.451;2.657,75;876,5;884,5;5.914,75
01.01.2015;12:00;13:00;4.014;1.139,75;527,75;11.575,25;4.198,25;82;10.119;12.464,5;2.937,75;874,25;705;5.778,25
01.01.2015;13:00;14:00;4.005,5;1.128;527,75;11.977,25;3.500,5;84,5;10.453,5;12.417,75;2.810,25;883,5;967,25;5.808,75
01.01.2015;14:00;15:00;4.024,25;1.154,75;524,75;11.396;2.278,75;87;10.828,25;12.621,5;2.664;890,25;1.176,25;5.842,5
01.01.2015;15:00;16:00;4.028,75;1.160;524,5;11.326,5;745,5;86;11.069,75;13.387,25;2.485,25;969,25;1.663;6.075,25
01.01.2015;16:00;17:00;4.030,75;1.145,75;524,5;13.058;50;82;11.006,5;14.679;2.668,75;1.085,25;1.227;5.946
01.01.2015;17:00;18:00;4.029,25;1.171,5;524,5;14.911,5;0;82,25;11.057,5;14.964,25;2.808,75;1.193,75;1.597,75;5.464,5
01.01.2015;18:00;19:00;4.027,5;1.168,5;524;16.344;0;86;10.930,25;14.286;2.690,25;1.135,5;1.320;5.604
01.01.2015;19:00;20:00;4.002,75;1.157,75;523,5;17.484,5;0;87,75;10.861,75;13.498;2.490,75;1.123,75;1.535,5;5.866,25
01.01.2015;20:00;21:00;3.991,5;1.168,25;522,25;18.659;0;88;10.343;12.366;2.440;1.209,25;1.162,75;5.861,25
01.01.2015;21:00;22:00;3.990,25;1.186,5;521;19.831,5;0;88;9.840;11.284,75;2.409;1.205,75;838,75;6.090,75
01.01.2015;22:00;23:00;4.000;1.170,25;519,5;20.716;0;88;9.749;10.428,5;2.298,75;1.324,25;2.066,75;6.084,75
01.01.2015;23:00;00:00;4.002;1.162;494;21.589;0;88;9.045,75;9.861,25;2.209,25;1.212,75;1.436,25;5.989,25
02.01.2015;00:00;01:00;3.999,75;1.122;305;22.166,75;0;88;8.164,75;9.035,5;2.225,5;1.172;1.301;5.978
02.01.2015;01:00;02:00;4.003,25;1.129,25;276,5;23.158;0;87,75;7.147,75;9.013,5;2.188,75;1.127,75;893,5;6.370,75
02.01.2015;02:00;03:00;3.997,25;1.124,25;282;23.966;0;87,75;6.675,75;9.018,5;1.974,5;1.123,25;608,5;5.873,75
02.01.2015;03:00;04:00;4.000;1.133,25;324,75;24.708,75;0;87,75;6.466,75;8.765;1.907;1.120,25;203,5;5.858
02.01.2015;04:00;05:00;3.992;1.122,25;335;25.386;0;88;6.304;8.398,25;2.098,75;1.129,75;712,5;6.012,75
02.01.2015;05:00;06:00;3.981,5;1.100,75;388,25;25.783,75;0;88;6.760;8.593;2.406;1.157,5;729,25;6.221,25
02.01.2015;06:00;07:00;3.971,25;1.116,5;498,25;25.857,25;0;93,75;7.442;8.768,25;2.749,5;1.188,25;480,75;6.090,25
02.01.2015;07:00;08:00;4.001,5;1.129;498,25;25.694,5;0;127;8.075,75;8.920,25;3.262;1.253,5;730,25;6.718,25
02.01.2015;08:00;09:00;4.020,75;1.130;480;26.109,75;38;134,5;9.180,25;9.988,25;3.926,75;1.276,75;1.088,5;6.732,75
02.01.2015;09:00;10:00;4.006;1.091,25;367,5;25.566,75;252,5;134;9.809,75;10.969,75;4.143,5;1.284;1.590,25;6.734,5
02.01.2015;10:00;11:00;3.996;1.090;406;25.235,5;666,75;133,5;10.097,75;11.879,25;4.225,75;1.296,25;1.093;6.768
02.01.2015;11:00;12:00;3.979,5;1.109,5;419,5;25.390,75;1.262,5;136;10.232;12.359,25;4.262,25;1.318,5;832,75;6.621,5
02.01.2015;12:00;13:00;4.014,5;1.104,5;414,25;25.227,75;1.726;136;10.237,5;12.621,5;4.282;1.304,75;1.163;6.426,75
02.01.2015;13:00;14:00;4.009,5;1.098;431;25.363,25;1.899,25;135,25;10.263,25;11.892;4.082;1.288,5;1.073,5;6.045
02.01.2015;14:00;15:00;4.020;1.114,75;485,75;24.811,5;1.352,25;131;10.187,25;11.758;3.859,5;1.294;1.346,75;6.210,5
02.01.2015;15:00;16:00;4.016;1.114,5;489,25;24.493;516,25;131;10.207,25;12.669;3.979,25;1.307,5;1.199,5;6.398
02.01.2015;16:00;17:00;4.031;1.128;493,5;24.225,5;45,5;133;10.440,25;13.225,75;4.241,5;1.298,5;1.687,75;6.098
02.01.2015;17:00;18:00;4.034;1.139,75;492;23.809,5;0;135,5;10.633,25;13.646;4.383,75;1.347,75;1.617,75;6.252,75
02.01.2015;18:00;19:00;4.034,75;1.154,5;475,25;24.535;0;136,25;10.714,5;13.447;4.278,25;1.336;1.751,25;6.064,25
02.01.2015;19:00;20:00;4.033,25;1.166,5;501,75;24.281;0;136;10.702,5;12.952,75;4.051,25;1.322,25;1.816;6.105,5
02.01.2015;20:00;21:00;4.028,5;1.159;511,5;23.767;0;136;10.540,25;10.894,5;3.772,25;1.302,75;1.027,25;6.128,25
02.01.2015;21:00;22:00;4.037;1.147;476,25;23.890;0;136;10.024;9.932;3.831,25;1.271,75;591,25;5.939
02.01.2015;22:00;23:00;4.024,75;1.170,5;502,25;24.043;0;136;9.679,5;9.685;3.910,25;1.207,5;1.008,25;5.824,75
02.01.2015;23:00;00:00;4.015,25;1.192,75;475,5;24.150,5;0;136;8.449,5;8.911,75;3.575,75;1.190,25;978,75;5.289,5
03.01.2015;00:00;01:00;3.991,75;1.181;509,25;23.566,5;0;134,75;8.116;8.278,75;2.766;1.140,25;691,25;5.240
03.01.2015;01:00;02:00;3.987,5;1.184,25;509,25;22.767,5;0;134;7.998;8.221,75;2.338;1.239,25;665,25;5.477,75
03.01.2015;02:00;03:00;3.997,5;1.226,25;512,75;21.604,5;0;134,5;7.994,25;8.290,75;2.003;1.237,5;548,5;5.352
03.01.2015;03:00;04:00;3.999,25;1.234;512;20.405,5;0;135;8.672;8.193,25;1.933;1.098;847;5.229,75
03.01.2015;04:00;05:00;3.976,5;1.169,75;513;19.777,75;0;135;9.049,5;8.808,75;1.946,75;1.075,75;408,25;4.845,25
03.01.2015;05:00;06:00;3.960,5;1.180,25;513;19.994,75;0;135;9.291,5;9.550,75;1.974,75;1.026,25;15,25;5.292,25
03.01.2015;06:00;07:00;3.965,5;1.186,25;513;20.813,5;0;135;9.689;9.274,75;1.994;1.045;21,5;5.536,75
03.01.2015;07:00;08:00;3.973,25;1.192,75;513;21.432,75;0;135,75;9.756;9.708,25;1.962,5;1.070,75;76,75;5.716,5
03.01.2015;08:00;09:00;3.983,25;1.195,5;512;22.468;73,5;136;10.304,25;10.261,25;2.146;1.178,75;34,25;5.599
03.01.2015;09:00;10:00;3.981,25;1.245,5;492,25;22.926,75;608;136;10.595,75;11.500,25;2.609;1.237,75;569;5.231,75
03.01.2015;10:00;11:00;3.990,5;1.239,75;473,75;22.623,25;1.278,5;135,75;10.429,25;12.887,75;2.902,25;1.245,25;665;5.419
03.01.2015;11:00;12:00;3.980;1.242,25;502,25;22.727,5;1.700;135,5;10.520,75;13.433,25;2.774;1.193,75;1.161,75;5.491,25
03.01.2015;12:00;13:00;3.982,5;1.249,75;479,25;22.349,25;1.617,5;135;10.967,75;13.776,25;2.864,5;1.216;1.739;6.048,75
03.01.2015;13:00;14:00;3.975;1.272,5;515,75;20.658;1.155;135;11.081,25;14.114,75;2.606;1.270,25;1.669;6.579,5
03.01.2015;14:00;15:00;3.981,5;1.286,5;513;18.950,75;586,5;135;11.287,5;14.102,5;2.436,75;1.402,25;2.023,5;6.374
03.01.2015;15:00;16:00;3.985,75;1.326,75;488,75;16.978,75;194,5;135,5;11.278;14.078,25;2.932;1.429,25;2.782,25;6.022
03.01.2015;16:00;17:00;4.020,5;1.338,5;475,25;15.562,5;21,25;136;11.251,25;14.537;3.099;1.454,25;1.794;6.484
03.01.2015;17:00;18:00;4.023,75;1.364;488;14.889,75;0;135,75;11.179,75;15.171,25;3.312,75;1.495,5;1.914;6.811
03.01.2015;18:00;19:00;4.025,25;1.382,75;513,25;13.935,75;0;135,25;11.113,5;15.495;3.380,5;1.536;1.993,25;7.066
03.01.2015;19:00;20:00;4.038;1.424,5;514;12.432,25;0;135,5;11.193,5;15.632,25;3.358;1.540;1.538;7.113,25
03.01.2015;20:00;21:00;4.051,5;1.463;513,5;13.357;0;135,5;11.016,5;15.948;3.071;1.478,5;1.696,75;6.020
03.01.2015;21:00;22:00;4.031;1.486,5;514,25;14.702;0;135;10.839,75;15.989,5;2.329,5;1.223,75;643,25;5.649
03.01.2015;22:00;23:00;4.012,5;1.513,5;514,75;15.296,25;0;135;10.938,5;15.447;2.137,25;1.028,75;1.433,5;5.400,75
03.01.2015;23:00;00:00;4.009,75;1.550;514,25;16.823;0;134,25;10.688;14.026,25;2.122,75;928;1.398,5;5.297,5
04.01.2015;00:00;01:00;4.007,25;1.620,5;514,5;17.350;0;135,25;10.521,25;10.591,75;1.905;757,5;1.498,5;5.576,5
04.01.2015;01:00;02:00;4.013,5;1.717,5;513,75;18.222,5;0;135,5;10.178,25;9.811;1.819,75;755,5;922;5.687,5
04.01.2015;02:00;03:00;4.016,25;1.790,75;511,5;18.386,5;0;135;9.727,25;9.809,25;1.749,25;758,25;278;5.207,75
04.01.2015;03:00;04:00;4.016,25;1.826,75;503,75;18.462;0;135;9.640;9.826,5;1.690,25;763;766,25;5.147,25
04.01.2015;04:00;05:00;4.008,75;1.853,25;505;18.593,25;0;135;9.525,25;9.701;1.630,5;767,75;190,5;5.402,25
04.01.2015;05:00;06:00;4.008;1.867,75;504;18.246;0;135;9.185,5;9.679,75;1.626,75;768;122;5.287
04.01.2015;06:00;07:00;3.992,5;1.856;498,5;18.128;0;136;8.785;9.619,5;1.659,75;806,25;20,5;4.833
04.01.2015;07:00;08:00;3.997,75;1.845,75;495,5;17.499,5;0;136;8.768,75;9.507;1.734,75;903,5;81,75;4.808,75
04.01.2015;08:00;09:00;4.024,5;1.806,25;499,25;17.462;58;136;9.197,75;9.657,25;1.874,5;1.069,5;172,5;5.133
04.01.2015;09:00;10:00;4.025,75;1.820;491,5;16.757;974;136;10.250;10.138,75;1.982,25;974,5;731,5;5.433,5
04.01.2015;10:00;11:00;4.028,25;1.796,25;497,75;16.324;2.771;135,5;10.832,5;10.404;2.115,75;970,5;928;5.638,25
04.01.2015;11:00;12:00;4.012,75;1.769,5;501;16.403,75;4.150,75;135;10.970;11.025,25;2.123,5;969;1.729,75;6.247,75
04.01.2015;12:00;13:00;4.008,75;1.729,5;485,5;16.363;4.579,25;135,25;10.855,25;11.319,25;2.113,75;957,25;1.383,25;5.836,25
04.01.2015;13:00;14:00;4.035;1.711,75;471,25;16.187,25;3.992,5;135,75;10.753,75;11.464,5;2.022;909,5;909,75;5.609,25
04.01.2015;14:00;15:00;4.058;1.743;489,25;15.629,25;2.421,25;135,75;11.208,25;11.469,5;2.029;906;679,75;5.535,25
04.01.2015;15:00;16:00;4.075,5;1.718,75;481,75;14.602,25;952;135;11.246,25;13.126,25;2.013;906,5;1.178,75;5.570,25
04.01.2015;16:00;17:00;4.071,5;1.718;458,75;13.701,5;83,75;135;11.243,75;14.232,25;2.180,25;907,5;2.226,75;5.853
04.01.2015;17:00;18:00;4.067;1.725;464;13.250,5;0;135;11.284,25;14.950;2.175,25;957,75;2.907;5.534,25
04.01.2015;18:00;19:00;4.077,25;1.743,5;469,5;13.280,5;0;135;11.252;14.962,5;2.222,5;967,5;2.616,5;5.718,75
04.01.2015;19:00;20:00;4.073;1.732,5;428,75;13.821,75;0;135;11.257,5;15.040,25;2.188,5;975,5;1.461;5.848,5
04.01.2015;20:00;21:00;4.068;1.728,75;421,75;13.710,25;0;135;11.244,75;15.429,5;2.181;930;1.250,25;5.617
04.01.2015;21:00;22:00;4.071,25;1.706,5;406;12.663,5;0;135;11.334,75;15.341,5;2.137;920,75;1.084,25;5.844,5
04.01.2015;22:00;23:00;4.066,25;1.705,5;465,5;11.992,5;0;135;11.283;15.395,75;2.089,75;956,75;1.796,5;5.692,5
04.01.2015;23:00;00:00;4.062;1.679,25;460,5;11.992,75;0;135;11.082,75;15.398,25;1.960,5;912,5;1.564,25;5.431,75
05.01.2015;00:00;01:00;4.064;1.680,25;473,75;11.847,25;0;132,25;10.934,5;16.041,75;2.201,5;987;1.334,25;5.207
05.01.2015;01:00;02:00;4.069,25;1.676,5;464,75;11.814,75;0;131;11.055;15.390,5;2.163,25;961,25;1.038,25;4.743,25
05.01.2015;02:00;03:00;4.068,5;1.661,5;461,5;12.198,75;0;131;10.861;15.407,75;2.012;983;265,5;5.266,5
05.01.2015;03:00;04:00;4.067;1.644;450,25;12.312,75;0;131;10.760;15.528,75;2.049,25;996,75;274;5.612,25
05.01.2015;04:00;05:00;4.052;1.632;453,5;13.093,5;0;131;10.632,75;15.449,25;2.783,5;1.044,75;5,25;6.223,75
05.01.2015;05:00;06:00;4.034;1.623,25;458,25;14.394,5;0;132,25;10.469,5;14.607;3.770,75;1.274,25;108;6.373,5
05.01.2015;06:00;07:00;4.011,75;1.607,25;430,25;14.979;0;134;10.526;14.607,5;5.368,75;1.585,75;112,25;7.261,25
05.01.2015;07:00;08:00;4.009;1.590;396,25;14.917,25;0;134;10.716,75;16.034,25;6.375,5;1.694;122,75;8.356,25
05.01.2015;08:00;09:00;3.993,25;1.577,25;335,5;14.854;92,75;134;10.883,25;16.911;7.392,5;1.736;535;8.969,5
05.01.2015;09:00;10:00;3.953;1.557,75;322,75;14.288;1.057,5;134;11.149,25;16.859;7.919,75;1.700,25;712,75;9.208,5
05.01.2015;10:00;11:00;3.951;1.563;332;13.310;2.986;134;11.243,75;17.174,5;7.699,5;1.775,5;575;9.274
05.01.2015;11:00;12:00;3.961,25;1.564,5;356,5;11.953,5;4.769,75;134;11.255,5;17.297,25;7.569,75;1.677,75;982,5;9.816
05.01.2015;12:00;13:00;3.981,5;1.567,75;411,25;10.707;5.869,5;134;11.301,75;17.372,75;7.978,5;1.674;1.514,5;9.894,75
05.01.2015;13:00;14:00;4.009,25;1.562,5;386,75;9.407,75;5.666,5;133;11.321,5;17.570;8.228;1.756,75;1.105;9.878,5
05.01.2015;14:00;15:00;4.014,5;1.590;319,5;7.547,75;4.095;133,5;11.362,75;17.755;9.261,75;1.702,5;1.215,25;9.878
05.01.2015;15:00;16:00;4.002,75;1.577;273,5;5.931,25;1.787,5;134,75;11.383,75;17.861,5;9.863,5;1.738,5;1.588,5;10.424,25
05.01.2015;16:00;17:00;4.033;1.583,5;196;4.881,25;197,75;136,75;11.386;17.872,75;10.679,75;1.847,5;1.703;10.763,75
05.01.2015;17:00;18:00;4.029;1.539,25;154,75;4.352,75;0;137;11.392,25;17.902;10.632,25;1.793,5;2.373;10.679,25
05.01.2015;18:00;19:00;4.034;1.556,25;157;4.079,25;0;137;11.395,75;17.955,5;10.757,5;1.718,25;2.736;11.179,5
05.01.2015;19:00;20:00;4.031,25;1.554,25;217;3.706,75;0;137;11.400;17.943,25;10.972;1.574,5;1.890;11.075,75
05.01.2015;20:00;21:00;4.026,25;1.549,75;172;3.013,75;0;137;11.410,25;17.905,25;11.177,75;1.361,75;1.345;10.252,25
05.01.2015;21:00;22:00;4.025;1.541,25;157;2.480,25;0;137,25;11.406,25;17.920;10.410,5;1.243,25;1.217,5;9.682,25
05.01.2015;22:00;23:00;4.018,25;1.546,5;173,75;1.934,25;0;135;11.414;17.910;10.214,5;1.189,75;1.567,25;9.214,25
05.01.2015;23:00;00:00;4.010,25;1.547,25;191,75;1.618,25;0;133;11.419,5;17.894,75;9.564,75;1.135,25;1.418;8.641,75
06.01.2015;00:00;01:00;3.998;1.555,5;179,75;1.311,75;0;133;11.424,25;17.749,5;9.270,25;1.353;892,25;8.043,25
06.01.2015;01:00;02:00;3.940,5;1.551,25;160,25;1.011,25;0;133;11.428,75;17.821;8.944,75;1.355,25;408,5;7.236,25
06.01.2015;02:00;03:00;4.001,25;1.546;144,25;763;0;133;11.424,5;17.841;9.068,5;1.354,25;422,5;7.776,75
06.01.2015;03:00;04:00;4.003,5;1.537;136,5;703,25;0;133;11.419;17.794,75;9.080,5;1.361;462,75;7.004
06.01.2015;04:00;05:00;4.001,25;1.552,25;152;764,25;0;133;11.425,5;17.861,75;9.231,5;1.488,5;160,25;7.160
06.01.2015;05:00;06:00;3.989,75;1.534;174,5;928;0;133;11.427,25;17.910;8.955,75;1.635,25;526,5;7.717,5
06.01.2015;06:00;07:00;3.983,75;1.527,25;199,25;1.233,75;0;133;11.368,75;17.869,5;9.359,25;1.802,25;1.114,5;8.751
06.01.2015;07:00;08:00;3.982,5;1.518,25;232,5;1.560;0;133;11.356;17.917;10.777;1.917,25;1.412,25;10.231,25
06.01.2015;08:00;09:00;3.952,75;1.512,25;235,5;1.945,5;183;134;11.408;17.942,25;11.837,75;1.935,25;1.137;10.736,5
06.01.2015;09:00;10:00;3.917,75;1.507,75;231,25;2.391;2.055;134,25;11.407,75;17.943,75;12.112;1.892,25;994,25;10.166,25
06.01.2015;10:00;11:00;3.908,75;1.490,5;260,75;2.804;4.693,5;134,5;11.419;17.959,75;11.876,5;1.869,5;937,75;9.861,75
06.01.2015;11:00;12:00;3.937,75;1.510,75;287,25;3.150;6.658,25;135,75;11.410,5;17.926,75;11.881,5;1.863,5;543,25;9.627,5
06.01.2015;12:00;13:00;3.956;1.529,25;290,75;3.118,5;7.272,5;137;11.409;17.850;12.031,25;1.855,5;255,25;9.454,25
06.01.2015;13:00;14:00;3.950,5;1.494;281,75;3.491,5;6.350,75;137;11.404,5;17.808,75;11.830,5;1.832;716,5;9.470,75
06.01.2015;14:00;15:00;3.737,75;1.473,5;290;4.058,5;3.958;137;11.405;17.655,25;11.944;1.835,75;921,5;9.571,25
06.01.2015;15:00;16:00;3.742;1.456,5;323,5;4.866,25;1.553,5;137;11.412,5;17.628,75;12.204;1.882,25;833,25;9.769,25
06.01.2015;16:00;17:00;3.746,75;1.461;372,25;6.301,75;162,75;137,5;11.372,5;17.446;12.527,25;1.939,75;711,25;10.008,75
06.01.2015;17:00;18:00;3.877,5;1.459,25;402,75;7.718;0;138;11.414,75;17.521,75;12.071;2.081,5;1.569,75;10.120,5
06.01.2015;18:00;19:00;3.996,5;1.491,75;393,5;8.983;0;138;11.411,5;17.193;11.835,5;2.141,5;1.213,75;9.865,75
06.01.2015;19:00;20:00;3.989,5;1.488;387,75;9.187;0;138;11.410,75;17.179,25;11.725,25;2.207,25;885,5;10.132,75
06.01.2015;20:00;21:00;3.979;1.477,25;423,5;9.290,75;0;138;11.422,25;17.140,75;11.444;1.973,75;1.002;9.852,75
06.01.2015;21:00;22:00;3.968,75;1.492,25;403;8.860,5;0;138;11.399,25;17.144,25;10.180,75;1.870,25;691;9.537,75
06.01.2015;22:00;23:00;3.970,25;1.482,25;450,5;9.215,25;0;134;11.372,25;17.093,25;9.916;1.838,5;873;8.099,75
06.01.2015;23:00;00:00;3.978,5;1.505,25;474,75;9.050;0;134,25;11.402,5;17.405,75;9.047;1.588;816,25;7.275
07.01.2015;00:00;01:00;3.974,75;1.496,75;483;8.643,75;0;135;11.426,75;16.828,75;8.204,75;1.404,25;596,25;6.419,5
07.01.2015;01:00;02:00;3.982,5;1.473,75;461,75;8.052;0;135;11.430,5;16.888,75;7.573,75;1.397,5;657,25;6.607,5
07.01.2015;02:00;03:00;3.986;1.460,5;391,25;7.797,25;0;135;11.436,5;17.227,5;7.246;1.396,75;651,25;6.409,25
07.01.2015;03:00;04:00;3.978,75;1.455,5;389;8.321,5;0;135;11.398,5;17.152,75;7.304;1.398,75;178,25;6.149,75
07.01.2015;04:00;05:00;3.977,5;1.457,25;388,75;8.364,75;0;135;11.400;17.168;7.862;1.534,75;181;6.329
07.01.2015;05:00;06:00;3.985,5;1.484;328;8.123,5;0;135;11.421,5;17.203;8.723;1.736,25;128;7.037
07.01.2015;06:00;07:00;3.961,75;1.457,25;274;8.184,25;0;135;11.425,5;17.043,5;11.295,25;2.018,75;1.218,5;8.676
07.01.2015;07:00;08:00;3.966,75;1.460,75;253,5;7.812,25;0;136,25;11.421;16.939,75;12.718,25;2.213,25;1.497,25;10.614,75
07.01.2015;08:00;09:00;3.948,75;1.504,25;285,5;7.439,75;50,5;137;11.424,5;17.036,25;12.930,75;2.668,75;2.035,75;11.119,25
07.01.2015;09:00;10:00;3.955,5;1.485,5;349,75;6.949;608,75;137;11.459,25;17.030;13.145,75;2.679,75;1.133;11.169,25
07.01.2015;10:00;11:00;3.937,75;1.475,25;395,25;6.718,75;1.812,5;137;11.457,5;18.008;13.337;2.696,25;1.353,25;11.235
07.01.2015;11:00;12:00;3.959,25;1.463,75;477,25;6.751,75;3.060,25;137;11.463,75;19.099,5;12.595,25;2.761;987,75;11.087
07.01.2015;12:00;13:00;3.962,25;1.436,25;503,5;6.956;3.777,25;137;11.465;19.130,75;12.783,5;2.752,5;670,75;10.849,5
07.01.2015;13:00;14:00;3.974,25;1.436,25;487,75;7.287,75;3.714,75;136,5;11.460;18.910,5;12.813,25;2.871,75;1.354,75;10.610
07.01.2015;14:00;15:00;4.008,75;1.439,5;495,25;6.834,25;2.800,25;136,25;11.466;18.808,75;12.549,5;2.959,5;825,75;10.874,5
07.01.2015;15:00;16:00;4.029;1.452,25;508,5;6.586,75;1.156,75;137;11.467,75;18.790,75;12.066,25;3.093,25;1.681;10.919,5
07.01.2015;16:00;17:00;4.046,75;1.459,75;517,25;7.028,75;133,75;137;11.470;18.794,25;12.341,5;3.431,75;2.305;10.897,75
07.01.2015;17:00;18:00;4.053;1.530;524,5;8.173,75;0;137;11.468,25;18.914,25;12.280,5;3.745,25;2.337,5;10.828
07.01.2015;18:00;19:00;4.061,25;1.486,5;514,25;9.694,25;0;137;11.448;18.945,75;12.327,75;3.535,5;1.535;11.210,5
07.01.2015;19:00;20:00;4.061;1.476,25;525;10.856,5;0;137;11.468,5;18.925,5;11.996,25;3.148,25;755,5;11.214
07.01.2015;20:00;21:00;3.989,75;1.550,25;535;12.267,75;0;136,25;11.445,25;18.684;11.377,25;2.153,5;1.720;10.099,75
07.01.2015;21:00;22:00;3.987,75;1.476,75;535,25;13.474,25;0;136;11.419,75;18.576,25;10.557,25;1.698,5;1.038,25;9.420,25
07.01.2015;22:00;23:00;3.971;1.514,5;534,75;14.025,75;0;135;11.445,5;18.305;8.430,75;1.591,25;765,5;8.456,25
07.01.2015;23:00;00:00;3.971;1.529,75;535,25;14.254,75;0;134,25;11.439,25;18.168,75;6.858,25;1.464,25;1.183,25;7.186,25
08.01.2015;00:00;01:00;3.960,5;1.517;534,75;14.502,25;0;121;11.328,25;18.393,5;6.136,5;1.139;795,75;6.747
08.01.2015;01:00;02:00;3.959;1.494,5;534;15.272,75;0;100,5;11.314,5;17.927,5;5.699,25;1.139;1.004;6.601
08.01.2015;02:00;03:00;3.971,5;1.500,75;533,5;15.915,25;0;92;11.320,5;17.882,75;5.278;1.131,5;904,75;6.319
08.01.2015;03:00;04:00;3.970,25;1.479,25;531;16.163,75;0;96,5;11.312,5;17.611,5;5.361;1.130,5;501,5;6.283,75
08.01.2015;04:00;05:00;3.980,5;1.511;528,75;16.258,5;0;110;11.324,75;17.683;5.500,25;1.228,75;680,25;6.405,25
08.01.2015;05:00;06:00;3.973,75;1.494,25;532,25;16.218,75;0;120,25;11.307,5;17.622;6.520,75;1.351,25;545;6.263,25
08.01.2015;06:00;07:00;3.961,75;1.505,25;533,25;16.962,5;0;131,25;11.297;17.381,25;9.187,75;1.678,75;607,75;7.681,5
08.01.2015;07:00;08:00;3.966;1.501,75;533,5;17.542,25;0;136,25;11.321,5;17.035,5;10.953;1.833,25;662;8.983,25
08.01.2015;08:00;09:00;3.977;1.558,25;535,75;17.502,75;57;137;11.392;17.030,25;11.618,25;1.854,5;1.723,5;10.114,5
08.01.2015;09:00;10:00;3.918,5;1.473,75;527,25;17.649,5;446,25;136,5;11.399,5;16.672,25;12.069,75;1.848;1.372,25;10.062,75
08.01.2015;10:00;11:00;3.895,25;1.473;529;17.565,5;1.082,5;136;11.396,5;16.039;12.339;1.791,25;1.090,5;9.427,75
08.01.2015;11:00;12:00;3.926;1.472,75;524,25;17.399,75;1.738,25;136;11.396,5;16.161,25;11.920,5;1.759,25;2.328,25;9.641
08.01.2015;12:00;13:00;4.004,25;1.494,25;474,5;16.774,25;2.061,75;136;11.402;16.143,75;12.125,25;1.727,25;2.233,75;9.318
08.01.2015;13:00;14:00;4.018,75;1.489,25;450,75;16.150,25;1.702;135,5;11.409,25;16.023;12.152;1.718,25;2.662,5;8.875,5
08.01.2015;14:00;15:00;4.020,75;1.484,25;432,75;16.086,25;1.038,75;134,5;11.400,75;16.353,25;12.285;1.711,75;1.504,75;9.037,75
08.01.2015;15:00;16:00;4.019,25;1.484,75;424,75;15.456,75;413,75;133;11.388,25;16.519,5;11.847,75;1.736,75;765,25;9.016,25
08.01.2015;16:00;17:00;4.058,75;1.494;482;16.225,25;58;134;11.402,5;16.053;12.052,25;1.826,25;1.746;8.670,5
08.01.2015;17:00;18:00;4.056,5;1.497;527,25;16.447,75;0;134;11.404,5;16.122,25;12.179,75;2.024,25;2.546;8.984,75
08.01.2015;18:00;19:00;4.055,25;1.491,5;527,5;17.673,5;0;134,75;11.330,75;16.016,75;12.042,25;2.115,5;1.176,25;8.916,75
08.01.2015;19:00;20:00;4.059,25;1.491,75;525,75;19.310,25;0;135;11.341,75;16.710,25;10.833;1.901;1.016,5;8.526,25
08.01.2015;20:00;21:00;4.031,25;1.486;527,25;20.809;0;135;11.330,25;16.349,5;9.144,5;1.714;987,5;6.673
08.01.2015;21:00;22:00;4.029,5;1.488,25;529,25;22.041,75;0;132,75;11.303,25;15.451;6.817,25;1.586,5;999,5;5.223,25
